,aid,noc
22275,16586,NOR
22276,16587,NOR
22277,16588,NOR
22278,16589,NOR
22279,16590,NOR
22280,16591,NOR
22281,16592,NOR
22282,16593,NOR
22283,16594,NOR
22284,16595,NOR
22285,16596,USA
22286,16597,USA
22287,16598,USA
22288,16599,USA
22289,16600,USA
22290,16601,USA
22291,16602,USA
22292,16603,USA
22293,16604,USA
22294,16605,USA
22295,16606,USA
22296,16607,USA
22297,16608,USA
22298,16609,USA
22299,16610,USA
22300,16611,USA
22301,16612,CHN
22302,16613,CHN
22303,16614,CHN
22304,16615,CHN
22305,16616,CHN
22306,16617,CHN
22307,16618,CHN
22308,16619,CHN
22309,16620,CHN
22310,16621,CHN
22311,16622,CHN
22312,16623,CHN
22313,16624,CHN
22314,16625,CHN
22315,16626,CHN
22316,16627,CHN
22317,15359,ROU
22318,15327,USA
22319,16628,UKR
22320,16629,RUS
22321,16630,GRE
22322,15328,CHN
22323,15351,USA
22324,16628,UKR
22325,16631,ROU
22326,16632,CHN
22327,16629,RUS
22328,15336,BLR
22329,14123,GER
22330,16633,BUL
22331,15336,BLR
22332,15328,CHN
22333,16629,RUS
22334,16631,ROU
22335,15332,ROU
22336,16628,UKR
22337,15359,ROU
22338,15336,BLR
22339,15345,UKR
22340,16634,USA
22341,16629,RUS
22342,16635,SUI
22343,16636,ROU
22344,16637,ITA
22345,16638,ROU
22346,16639,HUN
22347,15338,UKR
22348,16640,UKR
22349,15329,UKR
22350,16641,UKR
22351,15345,UKR
22352,16642,UKR
22353,16643,UKR
22354,16644,RUS
22355,16645,RUS
22356,16629,RUS
22357,16646,RUS
22358,16647,RUS
22359,16648,RUS
22360,15346,RUS
22361,16632,CHN
22362,16649,CHN
22363,16650,CHN
22364,16651,CHN
22365,15328,CHN
22366,16652,CHN
22367,16653,CHN
22368,16631,ROU
22369,15359,ROU
22370,16654,ROU
22371,16655,ROU
22372,15332,ROU
22373,16656,ROU
22374,16657,USA
22375,16658,USA
22376,15351,USA
22377,15327,USA
22378,16659,USA
22379,16660,USA
22380,15353,USA
22381,16661,RUS
22382,16662,RUS
22383,16663,RUS
22384,16664,RUS
22385,16665,RUS
22386,16666,RUS
22387,16667,RUS
22388,16664,RUS
22389,16668,CHN
22390,16658,USA
22391,15336,BLR
22392,16629,RUS
22393,16669,KOR
22394,15359,ROU
22395,16631,ROU
22396,16670,CHN
22397,16671,RUS
22398,16672,RUS
22399,16673,RUS
22400,16674,RUS
22401,16675,RUS
22402,16676,RUS
22403,16677,ESP
22404,16678,ESP
22405,16679,ESP
22406,16680,ESP
22407,16681,ESP
22408,16682,ESP
22409,16683,BUL
22410,16684,BUL
22411,16685,BUL
22412,16686,BUL
22413,16687,BUL
22414,16688,BUL
22415,16689,UKR
22416,16690,UKR
22417,16691,RUS
22418,15384,ESP
22419,16692,ESP
22420,16693,ESP
22421,16694,ESP
22422,16695,ESP
22423,16696,ESP
22424,12491,ESP
22425,16697,ESP
22426,16698,ESP
22427,16699,ESP
22428,16700,ESP
22429,16701,ESP
22430,16702,ESP
22431,16703,ESP
22432,16704,ESP
22433,16705,ESP
22434,16706,CRO
22435,16707,CRO
22436,16708,CRO
22437,16709,CRO
22438,16710,CRO
22439,16711,CRO
22440,16712,CRO
22441,16713,CRO
22442,16714,CRO
22443,16715,CRO
22444,14145,CRO
22445,14146,CRO
22446,14148,CRO
22447,14150,CRO
22448,14151,CRO
22449,16716,CRO
22450,15392,SWE
22451,15393,SWE
22452,16717,SWE
22453,16718,SWE
22454,15397,SWE
22455,15398,SWE
22456,16719,SWE
22457,15400,SWE
22458,16720,SWE
22459,15401,SWE
22460,15402,SWE
22461,16721,SWE
22462,16722,SWE
22463,15405,SWE
22464,15406,SWE
22465,15407,SWE
22466,16723,HUN
22467,16724,HUN
22468,16725,HUN
22469,16726,HUN
22470,16727,HUN
22471,16728,HUN
22472,16729,HUN
22473,16730,HUN
22474,16731,HUN
22475,16732,HUN
22476,16733,HUN
22477,16734,HUN
22478,16735,HUN
22479,16736,HUN
22480,16737,HUN
22481,16738,HUN
22482,16739,DEN
22483,16740,DEN
22484,16741,DEN
22485,16742,DEN
22486,16743,DEN
22487,16744,DEN
22488,16745,DEN
22489,16746,DEN
22490,16747,DEN
22491,16748,DEN
22492,16749,DEN
22493,16750,DEN
22494,16751,DEN
22495,16752,DEN
22496,16753,DEN
22497,16754,DEN
22498,16755,KOR
22499,16756,KOR
22500,15419,KOR
22501,16757,KOR
22502,16758,KOR
22503,16759,KOR
22504,16760,KOR
22505,16761,KOR
22506,16762,KOR
22507,16763,KOR
22508,16764,KOR
22509,15424,KOR
22510,15426,KOR
22511,15428,KOR
22512,16765,KOR
22513,15429,KOR
22514,16766,AUS
22515,16767,AUS
22516,15470,AUS
22517,15471,AUS
22518,15472,AUS
22519,15473,AUS
22520,16768,AUS
22521,16769,AUS
22522,16770,AUS
22523,15475,AUS
22524,16771,AUS
22525,16772,AUS
22526,16773,AUS
22527,15476,AUS
22528,15478,AUS
22529,15479,AUS
22530,14214,NED
22531,14215,NED
22532,14216,NED
22533,16774,NED
22534,14217,NED
22535,16775,NED
22536,14220,NED
22537,16776,NED
22538,16777,NED
22539,16778,NED
22540,14228,NED
22541,16779,NED
22542,16780,NED
22543,16781,NED
22544,16782,NED
22545,16783,NED
22546,16784,ESP
22547,16785,ESP
22548,16786,ESP
22549,16787,ESP
22550,16788,ESP
22551,16789,ESP
22552,16790,ESP
22553,16791,ESP
22554,16792,ESP
22555,16793,ESP
22556,16794,ESP
22557,16795,ESP
22558,16796,ESP
22559,16797,ESP
22560,16798,ESP
22561,16799,ESP
22562,16800,NED
22563,16801,NED
22564,16802,NED
22565,16803,NED
22566,14244,NED
22567,16804,NED
22568,16805,NED
22569,16806,NED
22570,16807,NED
22571,16808,NED
22572,16809,NED
22573,16810,NED
22574,16811,NED
22575,16812,NED
22576,16813,NED
22577,16814,NED
22578,16815,AUS
22579,16816,AUS
22580,16817,AUS
22581,16818,AUS
22582,16819,AUS
22583,14256,AUS
22584,16820,AUS
22585,16821,AUS
22586,16822,AUS
22587,14260,AUS
22588,16823,AUS
22589,16824,AUS
22590,16825,AUS
22591,16826,AUS
22592,16827,AUS
22593,14263,AUS
22594,14264,KOR
22595,16828,KOR
22596,16829,KOR
22597,16830,KOR
22598,16831,KOR
22599,16832,KOR
22600,16833,KOR
22601,16834,KOR
22602,16835,KOR
22603,14806,KOR
22604,16836,KOR
22605,16837,KOR
22606,16838,KOR
22607,16839,KOR
22608,16840,KOR
22609,16841,KOR
22610,15528,CUB
22611,16842,ESP
22612,16843,PRK
22613,15531,JPN
22614,16844,MGL
22615,15533,GER
22616,16845,JPN
22617,16846,ITA
22618,16847,GER
22619,16848,BEL
22620,15541,FRA
22621,16849,ESP
22622,16850,FRA
22623,16851,GER
22624,16852,CHN
22625,15539,CUB
22626,16853,JPN
22627,16854,CUB
22628,16855,FRA
22629,16856,KOR
22630,16857,ESP
22631,16858,BEL
22632,15548,CUB
22633,16859,KOR
22634,16860,NED
22635,16861,KOR
22636,16862,JPN
22637,16863,BEL
22638,16864,BRA
22639,15556,CUB
22640,15557,GER
22641,16865,JPN
22642,16866,CHN
22643,16867,NED
22644,16868,KOR
22645,16869,POL
22646,16870,CUB
22647,16871,ITA
22648,16872,BEL
22649,15571,JPN
22650,16873,FRA
22651,16874,USA
22652,16875,JPN
22653,16876,KOR
22654,16877,KOR
22655,16878,GEO
22656,16879,FRA
22657,15566,JPN
22658,16880,NED
22659,16881,GER
22660,16882,KOR
22661,16883,UZB
22662,14297,BRA
22663,16884,FRA
22664,16885,POL
22665,16886,KOR
22666,14300,HUN
22667,16887,KAZ
22668,15583,RUS
22669,16888,FRA
22670,16889,FRA
22671,15602,GBR
22672,13246,GBR
22673,16890,AUS
22674,16891,AUS
22675,16892,FRA
22676,16893,FRA
22677,14404,ITA
22678,14407,ITA
22679,16894,NOR
22680,15683,NOR
22681,16895,NED
22682,16896,NED
22683,15641,CAN
22684,15642,CAN
22685,16897,CHN
22686,16898,CHN
22687,16899,RUS
22688,16900,RUS
22689,16901,RUS
22690,11049,RUS
22691,16902,RUS
22692,16903,RUS
22693,16904,RUS
22694,16905,RUS
22695,16906,RUS
22696,16907,NED
22697,16908,NED
22698,14311,NED
22699,16909,NED
22700,14312,NED
22701,16910,NED
22702,16911,NED
22703,16912,NED
22704,15605,NED
22705,15614,GER
22706,16913,GER
22707,14397,GER
22708,16914,GER
22709,15615,GER
22710,15617,GER
22711,16915,GER
22712,16916,GER
22713,16917,GER
22714,16918,BLR
22715,16919,BLR
22716,16920,BLR
22717,16921,BLR
22718,16922,BLR
22719,16923,BLR
22720,16924,BLR
22721,16925,BLR
22722,16926,BLR
22723,14318,ROU
22724,16927,ROU
22725,15644,ROU
22726,15690,ROU
22727,13171,ROU
22728,15647,ROU
22729,13172,ROU
22730,16928,ROU
22731,16929,ROU
22732,16930,CAN
22733,16931,CAN
22734,16932,CAN
22735,16933,CAN
22736,15593,CAN
22737,16934,CAN
22738,13263,CAN
22739,16935,CAN
22740,16936,CAN
22741,16937,GBR
22742,16938,GBR
22743,15673,GBR
22744,15674,GBR
22745,16939,AUS
22746,15655,AUS
22747,15656,AUS
22748,15657,AUS
22749,16940,FRA
22750,16941,FRA
22751,16942,FRA
22752,16943,FRA
22753,16944,USA
22754,16945,USA
22755,16946,USA
22756,16947,USA
22757,16948,DEN
22758,16949,DEN
22759,16950,DEN
22760,16951,DEN
22761,16952,CAN
22762,16953,CAN
22763,16954,CAN
22764,16955,CAN
22765,16956,AUS
22766,16957,AUS
22767,16958,SUI
22768,16959,SUI
22769,16960,NED
22770,16961,NED
22771,16962,AUS
22772,16963,AUS
22773,15689,ROU
22774,16964,ROU
22775,16965,USA
22776,16966,USA
22777,16967,FRA
22778,16968,FRA
22779,16969,AUS
22780,16970,AUS
22781,16971,USA
22782,16972,USA
22783,16973,AUS
22784,16974,AUS
22785,16975,AUS
22786,16976,AUS
22787,15678,GER
22788,16977,GER
22789,15680,GER
22790,15681,GER
22791,16978,USA
22792,16979,USA
22793,16980,USA
22794,16981,USA
22795,16982,CAN
22796,15641,CAN
22797,15642,CAN
22798,16983,CAN
22799,15612,GER
22800,15613,GER
22801,16984,GER
22802,14415,GER
22803,14416,UKR
22804,14418,UKR
22805,16985,UKR
22806,16986,UKR
22807,14420,GER
22808,16987,SUI
22809,15623,CAN
22810,16988,DEN
22811,15684,BLR
22812,13170,CAN
22813,16989,POR
22814,16990,POR
22815,16991,UKR
22816,16992,UKR
22817,16993,GBR
22818,16994,GBR
22819,16995,UKR
22820,16996,UKR
22821,16997,ESP
22822,15701,ESP
22823,16998,JPN
22824,16999,JPN
22825,17000,ISR
22826,17001,GRE
22827,17002,ARG
22828,17003,ITA
22829,17004,HKG
22830,15708,NZL
22831,17005,USA
22832,17006,USA
22833,17007,USA
22834,14438,GER
22835,14439,GER
22836,11133,GER
22837,17008,RUS
22838,17009,RUS
22839,17010,RUS
22840,17011,USA
22841,17012,DEN
22842,17013,NED
22843,17014,NED
22844,17015,POL
22845,17016,BEL
22846,17017,NOR
22847,17018,BRA
22848,17019,GBR
22849,17020,BRA
22850,17021,BRA
22851,17022,ESP
22852,17023,ESP
22853,15728,AUS
22854,17024,AUS
22855,17025,AUS
22856,17026,AUS
22857,17027,BRA
22858,13323,BRA
22859,17028,SWE
22860,17029,SWE
22861,15735,BUL
22862,17030,RUS
22863,14461,RUS
22864,14464,BUL
22865,17031,ITA
22866,13355,CHN
22867,17032,YUG
22868,17033,POL
22869,17034,GER
22870,17035,FRA
22871,17036,RUS
22872,17037,AUT
22873,14461,RUS
22874,15742,CHN
22875,17038,BUL
22876,15743,KAZ
22877,14475,GER
22878,17039,BUL
22879,17031,ITA
22880,17040,RUS
22881,14476,BLR
22882,17033,POL
22883,17032,YUG
22884,17041,RUS
22885,17037,AUT
22886,17035,FRA
22887,17042,KAZ
22888,17043,SVK
22889,17044,GER
22890,17042,KAZ
22891,17045,CZE
22892,17046,CHN
22893,17047,CHN
22894,17048,AUS
22895,17049,USA
22896,17050,GER
22897,17051,CHN
22898,17052,AUS
22899,17053,ITA
22900,17054,ITA
22901,17055,ITA
22902,17056,POL
22903,17057,USA
22904,17058,AUS
22905,17059,USA
22906,17060,AUS
22907,17061,AUS
22908,17062,AUS
22909,17063,AUS
22910,17064,AUS
22911,17065,AUS
22912,17066,AUS
22913,17067,AUS
22914,17068,AUS
22915,17069,AUS
22916,17070,AUS
22917,17071,AUS
22918,17072,AUS
22919,17073,AUS
22920,17074,AUS
22921,17075,USA
22922,17076,USA
22923,17077,USA
22924,17078,USA
22925,17079,USA
22926,17080,USA
22927,17081,USA
22928,17082,USA
22929,17083,USA
22930,17084,USA
22931,17085,USA
22932,17086,USA
22933,17087,USA
22934,17088,USA
22935,17089,USA
22936,17090,CHN
22937,17091,CHN
22938,17092,CHN
22939,17093,CHN
22940,17094,CHN
22941,17095,CHN
22942,17096,CHN
22943,17097,CHN
22944,17098,CHN
22945,17099,CHN
22946,17100,CHN
22947,17101,CHN
22948,17102,CHN
22949,17103,CHN
22950,17104,CHN
22951,15765,KOR
22952,14493,KOR
22953,17105,CHN
22954,17106,CHN
22955,15766,CHN
22956,15767,CHN
22957,17107,KOR
22958,17108,KOR
22959,15773,CHN
22960,15774,CHN
22961,17109,CHN
22962,17110,CHN
22963,15769,GER
22964,17106,CHN
22965,15767,CHN
22966,15774,CHN
22967,15773,CHN
22968,14502,TPE
22969,17111,GER
22970,17112,GER
22971,17113,AUS
22972,17114,AUS
22973,17115,GBR
22974,17116,GBR
22975,15794,ESP
22976,15795,ESP
22977,15792,USA
22978,15793,USA
22979,14520,CZE
22980,14521,CZE
22981,17117,IND
22982,17118,USA
22983,17119,ESP
22984,14520,CZE
22985,17120,USA
22986,15795,ESP
22987,17121,CAN
22988,17122,CAN
22989,13388,USA
22990,17123,USA
22991,17124,USA
22992,17125,USA
22993,17126,AUS
22994,17127,AUS
22995,17128,BRA
22996,17129,BRA
22997,17130,BRA
22998,17131,BRA
22999,17132,YUG
23000,17133,YUG
23001,17134,YUG
23002,17135,YUG
23003,17136,YUG
23004,17137,YUG
23005,17138,YUG
23006,17139,YUG
23007,17140,YUG
23008,17141,YUG
23009,17142,YUG
23010,17143,YUG
23011,15818,NED
23012,17144,NED
23013,17145,NED
23014,15820,NED
23015,17146,NED
23016,15822,NED
23017,17147,NED
23018,17148,NED
23019,17149,NED
23020,17150,NED
23021,15826,NED
23022,15828,NED
23023,17151,ITA
23024,17152,ITA
23025,17153,ITA
23026,17154,ITA
23027,17155,ITA
23028,17156,ITA
23029,17157,ITA
23030,17158,ITA
23031,17159,ITA
23032,17160,ITA
23033,17161,ITA
23034,17162,ITA
23035,17163,BRA
23036,17164,BRA
23037,17165,BRA
23038,17166,BRA
23039,17167,BRA
23040,17168,BRA
23041,17169,BRA
23042,17170,BRA
23043,17171,BRA
23044,17172,BRA
23045,17173,BRA
23046,17174,BRA
23047,17175,CUB
23048,15840,CUB
23049,15842,CUB
23050,15843,CUB
23051,15844,CUB
23052,17176,CUB
23053,15845,CUB
23054,15846,CUB
23055,15848,CUB
23056,15849,CUB
23057,17177,CUB
23058,15851,CUB
23059,14556,CHN
23060,17178,CHN
23061,17179,CHN
23062,17180,CHN
23063,17181,CHN
23064,17182,CHN
23065,17183,CHN
23066,17184,CHN
23067,17185,CHN
23068,17186,CHN
23069,17187,CHN
23070,17188,CHN
23071,17189,BUL
23072,17190,TUR
23073,17191,CHN
23074,15865,AUS
23075,17192,RUS
23076,14594,GER
23077,15867,BUL
23078,17193,CHN
23079,17194,GRE
23080,17195,CHN
23081,14598,TUR
23082,17196,GRE
23083,17197,HUN
23084,17198,CHN
23085,15870,PRK
23086,17199,PRK
23087,15872,CUB
23088,15869,BUL
23089,17200,POL
23090,15873,GRE
23091,17201,GER
23092,17202,GER
23093,17203,RUS
23094,17204,GRE
23095,17205,UKR
23096,15876,GRE
23097,14609,KAZ
23098,13469,ROU
23099,15880,UKR
23100,15877,RUS
23101,17206,CUB
23102,15882,PRK
23103,17207,ARM
23104,13478,USA
23105,17208,TUR
23106,17209,BLR
23107,17210,KAZ
23108,15885,BUL
23109,17211,AZE
23110,17212,PRK
23111,17213,USA
23112,17214,CAN
23113,17215,UKR
23114,17216,USA
23115,17217,KOR
23116,17218,UKR
23117,17219,RUS
23118,17220,USA
23119,17221,JPN
23120,17222,RUS
23121,14626,KOR
23122,15893,IRI
23123,17223,RUS
23124,17224,KOR
23125,17225,GEO
23126,15894,IRI
23127,14634,RUS
23128,17226,GER
23129,17227,USA
23130,17228,IRI
23131,17229,RUS
23132,17230,KOR
23133,17231,BLR
23134,17232,MDA
23135,14640,RUS
23136,17233,USA
23137,17234,UKR
23138,17235,ARM
23139,17236,USA
23140,15907,CHN
23141,17237,KAZ
23142,17238,USA
23143,15911,TUR
23144,17239,POL
23145,15910,CUB
23146,17240,RUS
23147,17241,POL
23148,17242,FRA
23149,14651,POL
23150,17243,CUB
23151,17244,FIN
23152,17245,BLR
23153,17246,TUR
23154,17247,GER
23155,15922,GER
23156,17248,UKR
23157,17249,POL
23158,17250,SWE
23159,14661,POL
23160,17251,BLR
23161,14668,RUS
23162,17252,CHN
23163,17253,CHN
23164,17254,CAN
23165,17255,USA
23166,17256,CHN
23167,14668,RUS
23168,13530,CHN
23169,17257,MEX
23170,17258,GER
23171,14666,CHN
23172,17259,CHN
23173,15927,GER
23174,17260,GER
23175,17261,RUS
23176,14668,RUS
23177,17253,CHN
23178,17252,CHN
23179,17262,AUS
23180,17263,AUS
23181,17256,CHN
23182,17264,CHN
23183,17265,CAN
23184,17254,CAN
23185,17266,AUS
23186,17267,AUS
23187,15926,CHN
23188,13530,CHN
23189,17268,RUS
23190,14668,RUS
23191,17269,UKR
23192,17270,UKR
23193,17271,RUS
23194,17272,RUS
23195,14666,CHN
23196,17259,CHN
23197,17273,GER
23198,17274,USA
23199,17275,AUS
23200,14739,ESP
23201,17276,ROU
23202,17277,JPN
23203,17278,RUS
23204,17279,ITA
23205,17280,USA
23206,15940,RSA
23207,17281,USA
23208,17282,AUS
23209,17283,AUS
23210,14750,SWE
23211,15988,AUS
23212,12400,USA
23213,17284,NED
23214,17285,SVK
23215,15946,USA
23216,17286,NED
23217,14683,RUS
23218,14686,USA
23219,12400,USA
23220,17284,NED
23221,17287,SWE
23222,17288,USA
23223,17289,AUS
23224,14688,AUS
23225,17275,AUS
23226,17274,USA
23227,17290,USA
23228,17291,JPN
23229,17276,ROU
23230,17292,FRA
23231,17293,ITA
23232,17279,ITA
23233,17294,RSA
23234,15941,USA
23235,15955,HUN
23236,17295,USA
23237,17296,AUS
23238,15957,USA
23239,17297,UKR
23240,15959,AUS
23241,17298,USA
23242,14700,AUS
23243,17299,ITA
23244,17286,NED
23245,17300,AUS
23246,15960,CRC
23247,14700,AUS
23248,17285,SVK
23249,17301,USA
23250,17299,ITA
23251,15966,USA
23252,16013,USA
23253,17302,UKR
23254,17303,ROU
23255,17304,USA
23256,17300,AUS
23257,17299,ITA
23258,15960,CRC
23259,16017,USA
23260,17305,USA
23261,15961,CAN
23262,15966,USA
23263,17306,USA
23264,17303,ROU
23265,17302,UKR
23266,17307,JPN
23267,14684,BRA
23268,17308,BRA
23269,16016,BRA
23270,17309,BRA
23271,17310,AUS
23272,17311,AUS
23273,15988,AUS
23274,17312,AUS
23275,17313,AUS
23276,17300,AUS
23277,15970,USA
23278,17314,USA
23279,15946,USA
23280,17315,USA
23281,15973,USA
23282,17316,USA
23283,17287,SWE
23284,17317,SWE
23285,17318,SWE
23286,17319,SWE
23287,17320,SWE
23288,17321,SWE
23289,17322,USA
23290,17323,USA
23291,14726,USA
23292,14686,USA
23293,12400,USA
23294,15944,USA
23295,17284,NED
23296,17324,NED
23297,17325,NED
23298,17326,NED
23299,17327,NED
23300,17328,GER
23301,17329,GER
23302,17330,GER
23303,17273,GER
23304,17331,USA
23305,15946,USA
23306,17332,USA
23307,17274,USA
23308,17315,USA
23309,17280,USA
23310,17316,USA
23311,17333,AUS
23312,17283,AUS
23313,15988,AUS
23314,17334,AUS
23315,17313,AUS
23316,17300,AUS
23317,17335,AUS
23318,17275,AUS
23319,17336,JPN
23320,17277,JPN
23321,17337,JPN
23322,17338,JPN
23323,17339,USA
23324,17281,USA
23325,17323,USA
23326,17340,USA
23327,14726,USA
23328,14686,USA
23329,12400,USA
23330,15944,USA
23331,17341,AUS
23332,17282,AUS
23333,14700,AUS
23334,17342,AUS
23335,16000,AUS
23336,15959,AUS
23337,17343,AUS
23338,17344,NED
23339,17286,NED
23340,17345,NED
23341,17346,NED
23342,17347,NED
23343,17289,AUS
23344,17348,AUS
23345,15988,AUS
23346,15949,AUS
23347,17312,AUS
23348,17300,AUS
23349,17349,USA
23350,15970,USA
23351,17350,USA
23352,17351,USA
23353,17304,USA
23354,17352,USA
23355,15978,GER
23356,15979,GER
23357,17353,GER
23358,14705,GER
23359,17354,GER
23360,14685,GER
23361,17355,USA
23362,17356,USA
23363,17357,USA
23364,17305,USA
23365,17358,USA
23366,14686,USA
23367,17359,AUS
23368,14700,AUS
23369,17342,AUS
23370,15959,AUS
23371,17360,AUS
23372,17361,AUS
23373,17286,NED
23374,17314,USA
23375,15946,USA
23376,12400,USA
23377,17284,NED
23378,17287,SWE
23379,17362,USA
23380,16017,USA
23381,17302,UKR
23382,17363,FRA
23383,17364,FRA
23384,17365,RUS
23385,17366,RUS
23386,16024,JPN
23387,16026,JPN
23388,17367,CAN
23389,17368,CAN
23390,17369,CAN
23391,17370,CAN
23392,17371,CAN
23393,17372,CAN
23394,17373,CAN
23395,17374,CAN
23396,17375,RUS
23397,17365,RUS
23398,17366,RUS
23399,17376,RUS
23400,17377,RUS
23401,17378,RUS
23402,17379,RUS
23403,17380,RUS
23404,17381,JPN
23405,16018,JPN
23406,17382,JPN
23407,16020,JPN
23408,16024,JPN
23409,16026,JPN
23410,17383,JPN
23411,17384,JPN
23412,17385,YUG
23413,17386,YUG
23414,17387,YUG
23415,17388,YUG
23416,17389,YUG
23417,17390,YUG
23418,13633,YUG
23419,17391,YUG
23420,17392,YUG
23421,17393,YUG
23422,17394,YUG
23423,17395,YUG
23424,17396,YUG
23425,17397,HUN
23426,17398,HUN
23427,17399,HUN
23428,17400,HUN
23429,17401,HUN
23430,17402,HUN
23431,17403,HUN
23432,17404,HUN
23433,17405,HUN
23434,17406,HUN
23435,17407,HUN
23436,17408,HUN
23437,17409,HUN
23438,17410,RUS
23439,17411,RUS
23440,17412,RUS
23441,17413,RUS
23442,14762,RUS
23443,17414,RUS
23444,14764,RUS
23445,17415,RUS
23446,17416,RUS
23447,17417,RUS
23448,17418,RUS
23449,17419,RUS
23450,17420,RUS
23451,17421,RUS
23452,17422,RUS
23453,17423,RUS
23454,17424,RUS
23455,17425,RUS
23456,17426,RUS
23457,17427,RUS
23458,17428,RUS
23459,17429,RUS
23460,17430,RUS
23461,17431,RUS
23462,17432,RUS
23463,17433,RUS
23464,17434,AUS
23465,17435,AUS
23466,17436,AUS
23467,17437,AUS
23468,17438,AUS
23469,17439,AUS
23470,17440,AUS
23471,17441,AUS
23472,17442,AUS
23473,17443,AUS
23474,17444,AUS
23475,17445,AUS
23476,17446,AUS
23477,17447,USA
23478,17448,USA
23479,17449,USA
23480,17450,USA
23481,17451,USA
23482,17452,USA
23483,17453,USA
23484,17454,USA
23485,17455,USA
23486,17456,USA
23487,17457,USA
23488,17458,USA
23489,17459,USA
23490,17460,NED
23491,17461,AUS
23492,17462,USA
23493,13647,KOR
23494,17463,KOR
23495,17464,KOR
23496,16081,USA
23497,16082,USA
23498,17462,USA
23499,16083,KOR
23500,17465,KOR
23501,16072,KOR
23502,16078,ITA
23503,17466,ITA
23504,16079,ITA
23505,16090,GER
23506,16091,GER
23507,16092,GER
23508,17464,KOR
23509,13647,KOR
23510,17463,KOR
23511,17467,UKR
23512,16075,UKR
23513,17468,UKR
23514,17469,ETH
23515,16094,ETH
23516,16095,KEN
23517,16097,POR
23518,14814,ETH
23519,16096,ETH
23520,17470,BAR
23521,17471,USA
23522,16101,TRI
23523,11423,JAM
23524,17472,JAM
23525,17473,GRE
23526,17474,USA
23527,17475,KAZ
23528,17476,NGR
23529,16108,USA
23530,17477,CUB
23531,17478,USA
23532,17479,KEN
23533,17480,KEN
23534,17481,MAR
23535,16113,ROU
23536,17482,ALG
23537,17483,ROU
23538,16101,TRI
23539,17484,GRE
23540,17485,GBR
23541,17486,JAM
23542,16146,BAH
23543,17487,SRI
23544,17488,ESP
23545,16621,CHN
23546,17489,NOR
23547,17490,RUS
23548,16179,POL
23549,17491,MEX
23550,17492,MAR
23551,17493,KEN
23552,17494,KEN
23553,16152,JAM
23554,14882,USA
23555,16156,USA
23556,17495,GBR
23557,16122,AUS
23558,17496,JAM
23559,17497,RSA
23560,17498,USA
23561,17499,KSA
23562,17500,MAR
23563,14821,RUS
23564,16127,JAM
23565,17501,CUB
23566,17502,CUB
23567,17503,CUB
23568,17504,CUB
23569,17505,USA
23570,16136,USA
23571,17471,USA
23572,17506,USA
23573,16138,USA
23574,17507,USA
23575,17508,BRA
23576,16130,BRA
23577,16131,BRA
23578,17509,BRA
23579,17510,BRA
23580,17511,USA
23581,16143,USA
23582,17512,USA
23583,17513,USA
23584,16146,BAH
23585,16147,BAH
23586,16148,BAH
23587,17514,BAH
23588,16149,BAH
23589,17515,JAM
23590,17516,JAM
23591,17472,JAM
23592,17486,JAM
23593,11423,JAM
23594,17517,JAM
23595,17518,JAM
23596,16152,JAM
23597,16154,JAM
23598,17519,JAM
23599,17520,JAM
23600,17521,NGR
23601,17522,NGR
23602,17523,NGR
23603,17524,NGR
23604,17525,NGR
23605,17526,NGR
23606,17527,RUS
23607,17528,RUS
23608,17529,RUS
23609,14821,RUS
23610,17530,RUS
23611,17531,RUS
23612,17532,USA
23613,17533,USA
23614,17534,USA
23615,14897,USA
23616,17535,JAM
23617,17496,JAM
23618,16127,JAM
23619,17536,JAM
23620,17537,JAM
23621,17538,JAM
23622,17539,MAR
23623,17540,ETH
23624,17541,ALG
23625,16096,ETH
23626,16113,ROU
23627,17542,IRL
23628,17543,MEX
23629,16179,POL
23630,17544,LAT
23631,17545,ALG
23632,17546,GER
23633,17547,DEN
23634,17548,GBR
23635,16184,MOZ
23636,17549,AUT
23637,17550,USA
23638,17551,EST
23639,17552,CZE
23640,17553,RSA
23641,17554,LTU
23642,16189,GER
23643,17555,BLR
23644,16191,BLR
23645,17556,GRE
23646,14917,BLR
23647,17557,POL
23648,17558,ITA
23649,17559,GER
23650,17560,POL
23651,17561,RUS
23652,16199,BLR
23653,16197,GBR
23654,17562,RUS
23655,17563,ALG
23656,17564,RUS
23657,14922,CUB
23658,17565,SWE
23659,17566,ROU
23660,17567,RUS
23661,17568,RSA
23662,17569,RUS
23663,13755,CZE
23664,14926,GBR
23665,17570,CUB
23666,16204,NOR
23667,17571,GRE
23668,17572,UKR
23669,17573,CUB
23670,17574,AUS
23671,17575,RUS
23672,13667,GER
23673,16209,ITA
23674,17576,ETH
23675,17577,KEN
23676,17578,ETH
23677,16210,KEN
23678,17579,JPN
23679,17580,ROU
23680,14939,RUS
23681,17581,USA
23682,17582,USA
23683,17583,ISL
23684,17584,USA
23685,17585,AUS
23686,16217,USA
23687,17586,FIN
23688,17587,USA
23689,16219,GER
23690,17588,BLR
23691,17589,RUS
23692,17590,RUS
23693,16223,GBR
23694,17591,CUB
23695,17592,UKR
23696,17593,BUL
23697,17594,RUS
23698,17595,KOR
23699,16231,KOR
23700,17596,GBR
23701,17597,INA
23702,17598,INA
23703,17599,CHN
23704,17600,KOR
23705,17601,KOR
23706,17602,INA
23707,17603,CHN
