"AID","NAME","DOB","GENDER"
1723,"MARTINEAU, Sydney",,"Men"
1724,"SELIGMAN, Edgar Isaac",,"Men"
1725,"VERDERBER, Richard",,"Men"
1726,"NADI, Nedo",,"Men"
1727,"SPECIALE, Pietro",,"Men"
1728,"MESZAROS, Ervin",,"Men"
1729,"BEKESSY, Béla",,"Men"
1730,"DE JONGH, Hendrik Egb. Willem",,"Men"
1731,"SCALONGNE, Dirk",,"Men"
1732,"BERTI, Laszlo",,"Men"
1733,"FÖLDES, Deszö",,"Men"
1734,"SCHENKER, Zoltan",,"Men"
1735,"BOGEN, Albert",,"Men"
1736,"CVETKO, Rudolf",,"Men"
1737,"GOLLING, Friedrich",,"Men"
1738,"SUTTNER, Andreas",,"Men"
1739,"TRAMPLER, Reinhold",,"Men"
1740,"BOUVY, Nicolaas Jan Jerome",,"Men"
1741,"DE GROOT, Henri Franciscus",,"Men"
1742,"DE WOLF, Nicolaas",,"Men"
1743,"FEITH, Constant Willem",,"Men"
1744,"GÖBEL, Marius Just",,"Men"
1745,"LOTSY, Dirk Nicolaas",,"Men"
1746,"TEN CATE, Caesar Herman",,"Men"
1747,"VAN BREDA KOLFF, Jan Gualtherus",,"Men"
1748,"VOS, Jan",,"Men"
1749,"WIJNVELDT, David",,"Men"
1750,"BREBNER, Ronald Gilchrist",,"Men"
1751,"BURN, Thomas Christopher",,"Men"
1752,"DINES, James",,"Men"
1753,"HANNEY, Edward T.",,"Men"
1754,"HOARE, Gordon Rahere",,"Men"
1755,"KNIGHT, Arthur Egerton",,"Men"
1756,"LITTLEWORT, Henry Charles",,"Men"
1757,"SHARPE, Ivor Gordon",,"Men"
1758,"WALDEN, Harold Adrian",,"Men"
1759,"BERTH, Paul Ludvig Laurits",,"Men"
1760,"CHRISTOFFERSEN, Hjalmar Johan",,"Men"
1761,"HANSEN, Sophus",,"Men"
1762,"OLSEN, Anton",,"Men"
1763,"PETERSEN, Axel Karl",,"Men"
1764,"SEIDELIN-NIELSEN, Ivar Likke",,"Men"
1765,"TUNESI, Adolfo",,"Men"
1766,"BETTS, Albert Edward",,"Men"
1767,"COWHIG, William",,"Men"
1768,"CROSS, Sidney",,"Men"
1769,"DICKASON, Harry",,"Men"
1770,"DRURY, Herbert James",,"Men"
1771,"FRANKLIN, Bernard Wallis",,"Men"
1772,"HANSON, Leonard",,"Men"
1773,"HODGETTS, Samuel",,"Men"
1774,"LUCK, Charles James",,"Men"
1775,"MAC KUNE, William",,"Men"
1776,"MCLEAN, Ronald Gordon",,"Men"
1777,"MESSENGER, Alfred William",,"Men"
1778,"OBERHOLZER, Henry Arthur",,"Men"
1779,"PEPPER, Edward Ernest",,"Men"
1780,"POTTS, Edward William",,"Men"
1781,"POTTS, Reginald Hubert",,"Men"
1782,"ROSS, George James",,"Men"
1783,"SIMMONS, Charles",,"Men"
1784,"SOUTHERN, Arthur George Heron",,"Men"
1785,"TITT, William",,"Men"
1786,"VIGURS, Charles Alfred",,"Men"
1787,"WALKER, Samuel John",,"Men"
1788,"WEST, Charles Joseph",,"Men"
1789,"WHITAKER, John T.",,"Men"
1790,"BIANCHI, Pietro",,"Men"
1791,"BONI, Guido",,"Men"
1792,"DOMENICHELLI, Guiseppe",,"Men"
1793,"FREGOSI, Carlo",,"Men"
1794,"GOLLINI, Alfredo",,"Men"
1795,"LOI, Francesco",,"Men"
1796,"MANGIANTE, Giovanni",,"Men"
1797,"MANGIANTE, Lorenzo",,"Men"
1798,"MAZZAROCHI, Serafino",,"Men"
1799,"ROMANO, Guido",,"Men"
1800,"SALVI, Paolo",,"Men"
1801,"SAVORINI, Luciano",,"Men"
1802,"ZAMPORI, Giorgio",,"Men"
1803,"ZORZI, Angelo",,"Men"
1804,"ARADI, Lajos",,"Men"
1805,"BERKES, Jozsef",,"Men"
1806,"ERDÖDY, Imre",,"Men"
1807,"FOTI, Samu",,"Men"
1808,"GELLERT, Imre",,"Men"
1809,"HALMOS, Gyözö",,"Men"
1810,"HELLMICH, Otto",,"Men"
1811,"HERCZEG, Istvan",,"Men"
1812,"KERESZTESSY, Jozsef",,"Men"
1813,"KORPONAI, Janos",,"Men"
1814,"PASZTY, Elemer",,"Men"
1815,"PEDERY, Arpad",,"Men"
1816,"RETI, Jenö",,"Men"
1817,"SZÜTS, Ferenc",,"Men"
1818,"TERY, Ödön",,"Men"
1819,"TULI, Géza",,"Men"
1820,"ANDERSEN, Axel Sigurd",,"Men"
1821,"ANDERSEN, Hjalmart Nörregaard",,"Men"
1822,"BIRCH, Halvor",,"Men"
1823,"GRIMMELMANN, Hermann Johan",,"Men"
1824,"HANSEN, Aage Marius",,"Men"
1825,"HANSEN, Arvor",,"Men"
1826,"HANSEN, Christian Marius",,"Men"
1827,"JENSEN, Charles Christopher",,"Men"
1828,"JOHANSEN, Hjalmar Peter Martin",,"Men"
1829,"JÖRGENSEN, Poul Preben",,"Men"
1830,"JUUL-PETERSEN, Carl Julius",,"Men"
1831,"KREBS, Carl Immanuel",,"Men"
1832,"MADSEN, Svend Meulengracht",,"Men"
1833,"MÖLGAARD, Thomas Fredrik Hannibal",,"Men"
1834,"NIELSEN, Lukas Frederick Christian",,"Men"
1835,"NORDSTRÖM, Rikard Hannibal Wilhelm",,"Men"
1836,"OLSEN, Oluf",,"Men"
1837,"OLSEN, Steen Lerche",,"Men"
1838,"PETERSEN, Christian Edvin Oluf",,"Men"
1839,"PETERSEN, Niels Knudsen",,"Men"
1840,"SVENDSEN, Christian Valdemar",,"Men"
1841,"ABRAHAMSEN, Isak",,"Men"
1842,"BEYER, Hans",,"Men"
1843,"BJÖRNSSON, Hartmann",,"Men"
1844,"DAHL, John",,"Men"
1845,"ENGELSEN, Alfred",,"Men"
1846,"JOHNSEN, Bjarne",,"Men"
1847,"JÖRGENSEN, Sigurd",,"Men"
1848,"KNUDSEN, Knud Leonard",,"Men"
1849,"LIE, Alf",,"Men"
1850,"LIE, Rolf",,"Men"
1851,"LUND, Tor",,"Men"
1852,"MARTINSEN, Petter",,"Men"
1853,"MATHIESEN, Per Anton",,"Men"
1854,"OPDAHL, Jacob",,"Men"
1855,"OPDAHL, Nils",,"Men"
1856,"PETTERSEN, Bjarne Viktor",,"Men"
1857,"SAELEN, Frithjof",,"Men"
1858,"SCHIRMER, Öistein",,"Men"
1859,"SELENIUS, Georg",,"Men"
1860,"SJURSEN, Robert",,"Men"
1861,"STRÖM, Einar",,"Men"
1862,"THORSTENSEN, Gabriel",,"Men"
1863,"THORSTENSEN, Thomas",,"Men"
1864,"VOSS, Nils",,"Men"
1865,"EKHOLM, Kaarlo Väinö",,"Men"
1866,"HYVÄRINEN, Eero",,"Men"
1867,"HYVÄRINEN, Mikko",,"Men"
1868,"ILMONIEMI, Tauno",,"Men"
1869,"KEINÄNEN, Ilmari",,"Men"
1870,"KIVENHEIMO, Hjalmari",,"Men"
1871,"LUND, Karl Fredrik",,"Men"
1872,"PELKONEN, Aarne",,"Men"
1873,"PERNAJA, Ilmari",,"Men"
1874,"RYDMAN, Arvid",,"Men"
1875,"SAASTAMOINEN, Eino",,"Men"
1876,"SAMMALLAHTI, Heikki",,"Men"
1877,"SIROLA, Hannes",,"Men"
1878,"SUOMELA, Klaus Unno",,"Men"
1879,"TANNER, Lauri Arvo",,"Men"
1880,"TIIRI, Väinö Edvard",,"Men"
1881,"VÄHÄMÄKI, Kaarlo",,"Men"
1882,"VARTIA, Arvo",,"Men"
1883,"VASAMA, Kaarlo Jalmari",,"Men"
1884,"ANDERSEN, Jörgen Marius",,"Men"
1885,"BRUSTAD, Georg",,"Men"
1886,"CHRISTENSEN, Conrad",,"Men"
1887,"ENGELSTAD, Oscar",,"Men"
1888,"ERIKSEN, Marius",,"Men"
1889,"HANSEN, Axel Henry",,"Men"
1890,"INGEBRETSEN, Olaf",,"Men"
1891,"JACOBSEN, Olof",,"Men"
1892,"JENSEN, Erling",,"Men"
1893,"JENSEN, Thor",,"Men"
1894,"OLSTAD, Oscar",,"Men"
1895,"PAULSEN, Edvin",,"Men"
1896,"ROBACK, Rolf",,"Men"
1897,"SMEBYE, Sigurd",,"Men"
1898,"THORKILDSEN, Thorleif",,"Men"
1899,"CARLBERG, Carl-Ehrenfried",,"Men"
1900,"GRANFELDT, Nils Daniel",,"Men"
1901,"HARTZELL, Curt",,"Men"
1902,"HYLLANDER, Anders",,"Men"
1903,"JANSE, Axel Johan",,"Men"
1904,"KULLBERG, Anders Boo",,"Men"
1905,"NORELIUS, Bengt Rudolf",,"Men"
1906,"SILFVERSKIÖLD, Nils",,"Men"
1907,"SÖRENSON, John Emil",,"Men"
1908,"SVENSSON, Carl-Erik",,"Men"
1909,"TORELL, Knut E.",,"Men"
1910,"WENNERHOLM, O. Edward",,"Men"
1911,"WERSÄLL, Claës A.",,"Men"
1912,"CHRISTENSEN, Sören Peter",,"Men"
1913,"ERIKSEN, Ingvald",,"Men"
1914,"FALCHE, George",,"Men"
1915,"GARP, Torkild",,"Men"
1916,"HANSEN, G. Rasmus E.",,"Men"
1917,"HANSEN, Hans Trier",,"Men"
1918,"HANSEN, Johannes",,"Men"
1919,"JENSEN, Jens Kristian",,"Men"
1920,"JENSEN, Sören Alfred",,"Men"
1921,"JENSEN, Valdemar",,"Men"
1922,"KIRK, Karl",,"Men"
1923,"KIRKEGAARD, Jens",,"Men"
1924,"KJEMS, Olaf Nielsen",,"Men"
1925,"LARSEN, Carl Otto Lauritz",,"Men"
1926,"LAURSEN, Jens Peter Martinus",,"Men"
1927,"LEFEVRE, Marius Ludvig",,"Men"
1928,"MARK, Poul Sörensen",,"Men"
1929,"OLSEN, Ejnar",,"Men"
1930,"PEDERSEN, Hans",,"Men"
1931,"PEDERSEN, Hans Ejler",,"Men"
1932,"PEDERSEN, Olaf",,"Men"
1933,"PEDERSEN, Peder Larsen",,"Men"
1934,"SÖRENSEN, Aksel",,"Men"
1935,"THAU, Martin Hansen",,"Men"
1936,"THORBORG, Sören Frederik",,"Men"
1937,"VADGAARD, Kristen Möller",,"Men"
1938,"VILLEMOES, Peder",,"Men"
1939,"VINTHER, Johannes Larsen",,"Men"
1940,"DE LAVAL, Georg",,"Men"
1941,"LILLIEHOOK, Gosta",,"Men"
1942,"BJÖRNSTAD, Olaf",,"Men"
1943,"HERSETH, Magnus",,"Men"
1944,"HOLTER, Reidar Durie",,"Men"
1945,"HÖYER, Claus",,"Men"
1946,"OLSTAD, Frithiof",,"Men"
1947,"ALLERT, Ejlert Arild Emil",,"Men"
1948,"HANSEN, Jörgen Christian",,"Men"
1949,"HARTMAN, Poul Richard",,"Men"
1950,"MÖLLER, Carl Martin August",,"Men"
1951,"PETERSEN, Carl Frederik",,"Men"
1952,"BRUHN-MÖLLER, William",,"Men"
1953,"BRUNKMAN, Conrad",,"Men"
1954,"DAHLBÄCK, Herman",,"Men"
1955,"ROSVALL, Ture",,"Men"
1956,"WILKENS, Wilhelm",,"Men"
1957,"BARTHOLOMAE, Fritz",,"Men"
1958,"BARTHOLOMAE, Willi",,"Men"
1959,"BROESKE, Max",,"Men"
1960,"DEHN, Werner",,"Men"
1961,"LIEBING, Otto",,"Men"
1962,"MATHIAE, Hans",,"Men"
1963,"REICHELT, Rudolf",,"Men"
1964,"RUNGE, Kurt",,"Men"
1965,"VETTER, Max",,"Men"
1966,"BURGESS, Edgar Richard",,"Men"
1967,"FLEMING, Philip",,"Men"
1968,"GARTON, Arthur Stanley",,"Men"
1969,"HORSFALL, Ewart Douglas",,"Men"
1970,"KIRBY, Alister Graham",,"Men"
1971,"SWANN, Sidney Ernest",,"Men"
1972,"WELLS, Henry Bensley",,"Men"
1973,"WORMALD, Leslie Graham",,"Men"
1974,"BOURNE, Robert Croft",,"Men"
1975,"BURDEKIN, Beaufort",,"Men"
1976,"FISON, William Guy",,"Men"
1977,"GILLESPIE, Thomas Cunningham",,"Men"
1978,"LITTLEJOHN, Charles William Berry",,"Men"
1979,"PARKER, William Lorenzo",,"Men"
1980,"PITMAN, Frederick Archibald Hugo",,"Men"
1981,"WALKER, John Drummond",,"Men"
1982,"WIGGINS, Arthur Frederick Reginald",,"Men"
1983,"BISGAARD, Erik",,"Men"
1984,"CLEMMENSEN, Eigil",,"Men"
1985,"FRANDSEN, Rasmus Peter",,"Men"
1986,"SIMONSEN, Mikael",,"Men"
1987,"THYMANN, Poul",,"Men"
1988,"ARNHEITER, Albert",,"Men"
1989,"FICKEISEN, Rudolf",,"Men"
1990,"LEISTER, Karl",,"Men"
1991,"BERESFORD, Julius",,"Men"
1992,"CARR, Geoffrey",,"Men"
1993,"LOGAN, Herbert Bruce",,"Men"
1994,"ROUGHT, Charles Gardner",,"Men"
1995,"VERNON, Karl",,"Men"
1996,"BUTLER, Everard Burnside",,"Men"
1997,"KUSIK, Mikhaïl Maksimilian",,"Men"
1998,"KINNEAR, William Duthie",,"Men"
1999,"Beloselsky-Belozersky, Esper Konstantinovich",,"Men"
2000,"BRASCHE, Ernest",,"Men"
2001,"LINDBLOM, Karl",,"Men"
2002,"PUSCHNITSKY, Nikolaï",,"Men"
2003,"RODIONOV, Aleksandr",,"Men"
2004,"SCHOMAKER, Iossif",,"Men"
2005,"STRAUCH, Filip",,"Men"
2006,"ERICSSON, Filip",,"Men"
2007,"ISBERG, Paul",,"Men"
2008,"LUNDEN, Humbert",,"Men"
2009,"NYBERG, Herman",,"Men"
2010,"ROSENWÄRD, Harry",,"Men"
2011,"BJÖRKSTEN, Waldemar",,"Men"
2012,"BJÖRNSTRÖM, Jacob Karl",,"Men"
2013,"BRENNER, Bror Benedikt",,"Men"
2014,"FRANCK, Allan",,"Men"
2015,"LINDH, Erik",,"Men"
2016,"PEKKALAINEN, Adolf Aarne",,"Men"
2017,"WAHL, Harry",,"Men"
2018,"ALFTHAN, Max",,"Men"
2019,"HARTVALL, Erik",,"Men"
2020,"HULLDEN, Jarl",,"Men"
2021,"JUSLEN, Sigurd",,"Men"
2022,"KROGIUS, Ernest Edvard",,"Men"
2023,"SANDELIN, Eino",,"Men"
2024,"SILEN, John",,"Men"
2025,"ANKER, Johan August",,"Men"
2026,"BERTELSEN, Nils",,"Men"
2027,"FALCH-LUND, Eilert",,"Men"
2028,"HANSEN, Halfdan",,"Men"
2029,"HEJE, Arnfinn Kolbjörn",,"Men"
2030,"KONOW, Magnus",,"Men"
2031,"LARSEN, Alfred",,"Men"
2032,"LARSEN, Petter Andreas",,"Men"
2033,"STAIB, Christian Frederik",,"Men"
2034,"THAULOW, Carl Gustav",,"Men"
2035,"BERGMAN, Per",,"Men"
2036,"BERGSTRÖM, Dick",,"Men"
2037,"BERGSTRÖM, Kurt",,"Men"
2038,"CLASON, Hugo",,"Men"
2039,"JOHNSON, Folke",,"Men"
2040,"KANDER, Sigurd",,"Men"
2041,"LAMBY, Nils",,"Men"
2042,"LINDQVIST, Erik",,"Men"
2043,"PERSSON, Nils",,"Men"
2044,"SÄLLSTRÖM, Richard",,"Men"
2045,"AUST, Otto",,"Men"
2046,"SANDBERG, Harald",,"Men"
2047,"THUBE, Amédé",,"Men"
2048,"THUBE, Gaston",,"Men"
2049,"THUBE, Jacques",,"Men"
2050,"HERSCHEND, Steen",,"Men"
2051,"MEULENGRACHT-MADSEN, Hans",,"Men"
2052,"THOMSEN, Sven Bernth",,"Men"
2053,"AHNGER, Arthur",,"Men"
2054,"LINDH, Emil",,"Men"
2055,"TALLBERG, Bertil",,"Men"
2056,"TALLBERG, Gunnar",,"Men"
2057,"WESTLING, Georg",,"Men"
2058,"AAS, Thomas Valentin",,"Men"
2059,"BRECKE, Andreas Bang",,"Men"
2060,"CORNELIUS, Torleiv Schibsted",,"Men"
2061,"GLAD, Thoralf",,"Men"
2062,"JEBE, Christian Fredrik",,"Men"
2063,"HENRIQUES, Emil",,"Men"
2064,"HEYMAN, Bengt",,"Men"
2065,"THIEL, Alvar",,"Men"
2066,"WESTERMARK, Herbert",,"Men"
2067,"WESTERMARK, Nils",,"Men"
2068,"LUNDEBERG, Ake",,"Men"
2069,"BENEDICKS, Edward",,"Men"
2070,"TOIVONEN, Nestori",,"Men"
2071,"LONDEN, Axel Fredrik",,"Men"
2072,"ROSENQUIST, Ernst Edvard",,"Men"
2073,"WÄÄNÄNEN, Tivo",,"Men"
2074,"LIBBEY, William",,"Men"
2075,"MCDONNELL, William Neil",,"Men"
2076,"LANE, Alfred P.",,"Men"
2077,"PALEN, Paul",,"Men"
2078,"HIRD, Frederick S.",,"Men"
2079,"SPROUT, Warren A.",,"Men"
2080,"BOIVIE, Gustav",,"Men"
2081,"MILNE, William",,"Men"
2082,"PEPE, Joseph",,"Men"
2083,"ERICSSON, Gideon",,"Men"
2084,"LARSEN, Niels Hansen Ditlev",,"Men"
2085,"DURANT, Hugh",,"Men"
2086,"KEMPSTER, Albert Joseph",,"Men"
2087,"POULTER, Horatio Orlando",,"Men"
2088,"STEWART, Charles Edward",,"Men"
2089,"DE KACHE, Amos",,"Men"
2090,"DE MELNITSKY, Nikolaï",,"Men"
2091,"DE PANTELEYMONOFF, Georgi",,"Men"
2092,"DE WEYLOCHNIKOFF, Pavel",,"Men"
2093,"DOLFEN, Peter J.",,"Men"
2094,"SEARS, Henry Francis",,"Men"
2095,"BOSTRÖM, Erik",,"Men"
2096,"BURT, Harold",,"Men"
2097,"OSBURN, Carl Townsend",,"Men"
2098,"LESSIMORE, Edward John",,"Men"
2099,"MURRAY, Robert Cook",,"Men"
2100,"NORDENSWAN, Arthur",,"Men"
2101,"ÖRTEGREN, Ruben",,"Men"
2102,"JACKSON, John E.",,"Men"
2103,"SKOGEN, Engebret",,"Men"
2104,"PROKOPP, Sandor",,"Men"
2105,"GOELDEL, Alfred",,"Men"
2106,"GOELDEL, Horst",,"Men"
2107,"GRAF VON BERNSTORFF, Erich",,"Men"
2108,"KOCH, Erland",,"Men"
2109,"PREUSS, Albert",,"Men"
2110,"VON ZEIDLITZ UND LEIPE, Franz Freiherr",,"Men"
2111,"BILLINGS, Charles W.",,"Men"
2112,"GLEASON, Edward Francis",,"Men"
2113,"GRAHAM, James R.",,"Men"
2114,"HALL, Frank",,"Men"
2115,"HENDRICKSON, John H.",,"Men"
2116,"SPOTTS, Ralph Lewis",,"Men"
2117,"GROSVENOR, William Percy",,"Men"
2118,"ANDERSEN, Niels",,"Men"
2119,"HAJSLUND, Jens Madsen",,"Men"
2120,"LARSEN, Laurits Teodor Christian",,"Men"
2121,"OLSEN, Ole",,"Men"
2122,"BJÖRKMAN, Carl",,"Men"
2123,"BLOMQVIST, Erik",,"Men"
2124,"ERIKSSON, Mauritz",,"Men"
2125,"JOHANSSON, Carl Hugo",,"Men"
2126,"LARSSON, Bernhard",,"Men"
2127,"ÖSTENSEN, Östen",,"Men"
2128,"BJÖRKMAN, Tönnes",,"Men"
2129,"JERNSTRÖM, Verner",,"Men"
2130,"ADAMS, Harry Loren",,"Men"
2131,"BRIGGS, Allan Lindsay",,"Men"
2132,"BURDETTE, Cornelius L.",,"Men"
2133,"BURR, Henry Goerge",,"Men"
2134,"PARNELL, Edward Louis",,"Men"
2135,"REID, James",,"Men"
2136,"SKILTON, Edward",,"Men"
2137,"BLAU, Harry",,"Men"
2138,"CANET, Albert Henri",,"Men"
2139,"MENY DE MARANGUE, Edouard Marie Marc",,"Men"
2140,"KITSON, Harry Austin",,"Men"
2141,"WINSLOW, Charles Lyndhurst",,"Men"
2142,"PIPES, Fritz Felix",,"Men"
2143,"ZBORZIL, Arthur",,"Men"
2144,"BEAMISH, Alfred Ernest",,"Men"
2145,"GERMOT, Maurice",,"Men"
2146,"GOBERT, André Henri",,"Men"
2147,"KEMPE, Carl",,"Men"
2148,"SCHOMBURGK, Heinrich",,"Men"
2149,"BROQUEDIS, Marguerite",,"Women"
2150,"KÖRING, Dora",,"Women"
2151,"FICK, Sigrid",,"Women"
2152,"HANNAM, Edith Margaret",,"Women"
2153,"AITCHISON, Francis Helen",,"Women"
2154,"KREUZER, Oscar",,"Men"
2155,"BJURSTEDT, Anne Margrethe",,"Women"
2156,"WILDING, Anthony Frederick",,"Men"
2157,"PARTON, Mabel Branwell",,"Women"
2158,"CASTENSCHIOLD, Thora Gerda Sophie",,"Women"
2159,"ANDERSSON, Arvid Leander",,"Men"
2160,"BERGMAN, Adolf",,"Men"
2161,"EDMAN, Johan Victor",,"Men"
2162,"FREDRIKSSON, Erik Algot",,"Men"
2163,"GUSTAFSSON, August",,"Men"
2164,"JONSSON, Carl",,"Men"
2165,"LARSSON, Eric Victor",,"Men"
2166,"LINDSTRÖM, Carl Herbert",,"Men"
2167,"HYNES, Mathias",,"Men"
2168,"SEWELL, John",,"Men"
2169,"LASANEN, Otto",,"Men"
2170,"KOSKELO, Kaarlo",,"Men"
2171,"GERSTÄCKER, Georg",,"Men"
2172,"OLIN, Johan Fredrik",,"Men"
2173,"MATIASSON, Edvin",,"Men"
2174,"VÄRE, Eemil Ernesti",,"Men"
2175,"MALMSTRÖM, Gustaf H.",,"Men"
2176,"ASIKAINEN, Alfred",,"Men"
2177,"JOHANSSON, Claes",,"Men"
2178,"KLEIN, Martin",,"Men"
2179,"VARGA, Béla",,"Men"
2180,"AHLGREN, Anders",,"Men"
2181,"BÖHLING, Ivar Theodor",,"Men"
2182,"PRIESTE, Harry",,"Men"
2183,"PINKSTON, Clarence",,"Men"
2184,"OLLIVIER, Eva",,"Women"
2185,"FRYLAND CLAUSEN, Stefani",,"Women"
2186,"ARMSTRONG, Beatrix Eileen",,"Women"
2187,"BALBACH, Louis James",,"Men"
2188,"KUEHN, Louis",,"Men"
2189,"PAYNE, Thelma",,"Women"
2190,"RIGGIN, Aileen",,"Women"
2191,"WAINWRIGHT, Helen",,"Women"
2192,"WALLMAN, Arvid",,"Men"
2193,"SKOGLUND, Nils",,"Men"
2194,"BLITZ, Gerard",,"Men"
2195,"KEALOHA, Warren Paoa",,"Men"
2196,"KEGERIS, Raymond",,"Men"
2197,"HARRIS, William",,"Men"
2198,"KEALOHA, Pua Kela",,"Men"
2199,"SCHROTH, Frances",,"Women"
2200,"BLEIBTREY, Ethelda",,"Women"
2201,"GUEST, Irene",,"Women"
2202,"ROSS, Norman",,"Men"
2203,"VERNOT, George",,"Men"
2204,"AALTONEN, Arvo Ossian",,"Men"
2205,"MALMROT, Hakan",,"Men"
2206,"LANGER, Ludy",,"Men"
2207,"WOODBRIDGE, Margaret",,"Women"
2208,"BERG, Aina",,"Women"
2209,"GYLLING, Jane",,"Women"
2210,"MACHNOW, Emy",,"Women"
2211,"NILSSON, Karin",,"Women"
2212,"JAMES, Hilda",,"Women"
2213,"JEANS, Constance Mabel",,"Women"
2214,"MAC KENZIE, Grace",,"Women"
2215,"RADCLIFFE, Charlotte",,"Women"
2216,"ANNISON, Harold Edward",,"Men"
2217,"PETER, Edward Percival",,"Men"
2218,"SAVAGE, Leslie",,"Men"
2219,"HAY, Henry",,"Men"
2220,"HERALD, William",,"Men"
2221,"STEDMAN, Ivan",,"Men"
2222,"ANDERSSON, Erik",,"Men"
2223,"BACKLUND, Nils",,"Men"
2224,"NAUMANN, Theodor",,"Men"
2225,"DEAN, William Henry",,"Men"
2226,"JONES, Christopher",,"Men"
2227,"PEACOCK, William",,"Men"
2228,"PURCELL, Noel M.",,"Men"
2229,"BAUWENS, René",,"Men"
2230,"BLITZ, Maurice",,"Men"
2231,"DEWIN, Pierre",,"Men"
2232,"GAILLY, Paul",,"Men"
2233,"NIJS, Pierre",,"Men"
2234,"FLAMAND, Firmin",,"Men"
2235,"CLOETENS, Edmond",,"Men"
2236,"VAN DE PERCK, Louis",,"Men"
2237,"HERMANS, Joseph",,"Men"
2238,"VAN DE VERRE, Auguste",,"Men"
2239,"VAN MOER, Edmond",,"Men"
2240,"BRULE, Julien Louis",,"Men"
2241,"EPIN, Léon",,"Men"
2242,"FAUVEL, Pascal",,"Men"
2243,"LEROY, Paul",,"Men"
2244,"MABELLON, Artur",,"Men"
2245,"QUENTIN, Léonce Gaston",,"Men"
2246,"RICHEZ, Eugène",,"Men"
2247,"DE BROUWER, Petrus Godefridus",,"Men"
2248,"PACKBIERS, Jan Joseph",,"Men"
2249,"THEEUWES, Adrianus Cornelis",,"Men"
2250,"VAN BUSSELL, Hendrikus",,"Men"
2251,"VAN GASTEL, Johannes Jacobus",,"Men"
2252,"VAN GESTEL, Jan-Babtiest-Jozef",,"Men"
2253,"VAN MERRIENBOER, Adrianus",,"Men"
2254,"WILLEMS, Theodorus B.",,"Men"
2255,"ALLAERT, Alphonse",,"Men"
2256,"DE KNIBBER, Edmond",,"Men"
2257,"DE MAYER, Jérome",,"Men"
2258,"DELCON, Louis",,"Men"
2259,"FIERENS, Louis",,"Men"
2260,"VAN BEECK, Louis",,"Men"
2261,"VAN THIELT, Pierre",,"Men"
2262,"WILSON, James",,"Men"
2263,"NURMI, Paavo",,"Men"
2264,"GUILLEMOT, Joseph",,"Men"
2265,"GUNN, Charles",,"Men"
2266,"FRIGERIO, Ugo",,"Men"
2267,"PEARMAN, Joseph",,"Men"
2268,"EDWARD, Harry",,"Men"
2269,"PADDOCK, Charles",,"Men"
2270,"KIRKSEY, Morris",,"Men"
2271,"MURRAY, Frederick",,"Men"
2272,"THOMSON, Earl",,"Men"
2273,"BARRON, Harold",,"Men"
2274,"SHIELDS, Marion Lawrence",,"Men"
2275,"HILL, Albert",,"Men"
2276,"NOEL-BAKER, Philipp John",,"Men"
2277,"WOODRING, Allen",,"Men"
2278,"AMBROSINI, Ernesto",,"Men"
2279,"HODGE, Percy",,"Men"
2280,"FLYNN, Patrick",,"Men"
2281,"BACKMAN, Erik",,"Men"
2282,"LUNDGREN, Sven",,"Men"
2283,"WIDE, Edvin",,"Men"
2284,"BROWN, Horace Hallock",,"Men"
2285,"DRESSER, Ivan",,"Men"
2286,"SCHARDT, Arlie Alfred",,"Men"
2287,"BLEWITT, Charles Edward",,"Men"
2288,"SEAGROVE, William Raymond",,"Men"
2289,"REMER, Richard Frederick",,"Men"
2290,"PARKER, George",,"Men"
2291,"ENGDAHL, Nils",,"Men"
2292,"RUDD, Bevil Gordon D'Urban",,"Men"
2293,"BUTLER, Guy Montagu",,"Men"
2294,"DESCH, August George",,"Men"
2295,"LOOMIS, Frank",,"Men"
2296,"NORTON, John Kelley",,"Men"
2297,"HOLMSTRÖM, Agne",,"Men"
2298,"MALM, Sven",,"Men"
2299,"PETERSSON, R. William E.",,"Men"
2300,"SANDSTRÖM, Nils",,"Men"
2301,"MURCHISON, Loren",,"Men"
2302,"SCHOLZ, Jackson",,"Men"
2303,"ALI KAHN, Emile",,"Men"
2304,"LORAIN, René",,"Men"
2305,"MOURLON, René",,"Men"
2306,"TIRARD, René",,"Men"
2307,"DELVART, Maurice",,"Men"
2308,"DEVAUX, Jean André",,"Men"
2309,"FERY, Gaston",,"Men"
2310,"AINSWORTH-DAVIS, John Creyghton",,"Men"
2311,"GRIFFITHS, Cecil Richmond",,"Men"
2312,"LINDSAY, Robert Alexander",,"Men"
2313,"DAVEL, Harry",,"Men"
2314,"OLDFIELD, Clarence Winston",,"Men"
2315,"OOSTERLAAK, Jack",,"Men"
2316,"LIND, Carl Johan",,"Men"
2317,"RYAN, Patrick",,"Men"
2318,"EBY, Earl",,"Men"
2319,"LIIMATAINEN, Heikki",,"Men"
2320,"EKMAN, Hilding",,"Men"
2321,"MATTSSON, Gustaf",,"Men"
2322,"KOSKENNIEMI, Frederik Teudor",,"Men"
2323,"HEGARTY, Frank",,"Men"
2324,"NICHOLS, Alfred Hubert",,"Men"
2325,"OHLSON, Bertil",,"Men"
2326,"LÖVLAND, Helge Andreas",,"Men"
2327,"HAMILTON, Brutus Kerr",,"Men"
2328,"POPE, Augustus",,"Men"
2329,"BENNET, Basil",,"Men"
2330,"EKELUND, Bo",,"Men"
