year,aid,medal,eid,dname
1992,15730,Gold,15020,Sailing
1992,15731,Silver,15020,Sailing
1992,13339,Silver,15020,Sailing
1992,15732,Bronze,6261,Sailing
1992,15733,Bronze,6261,Sailing
1992,14459,Gold,6261,Sailing
1992,14460,Gold,6261,Sailing
1992,15734,Silver,6261,Sailing
1992,13319,Silver,6261,Sailing
1992,15735,Bronze,19355,Shooting
1992,14461,Gold,19355,Shooting
1992,14462,Silver,19355,Shooting
1992,14477,Bronze,19358,Shooting
1992,13355,Gold,19358,Shooting
1992,15736,Silver,19358,Shooting
1992,15737,Bronze,17857,Shooting
1992,15738,Gold,17857,Shooting
1992,14479,Silver,17857,Shooting
1992,14469,Bronze,17860,Shooting
1992,15739,Gold,17860,Shooting
1992,15740,Silver,17860,Shooting
1992,15741,Bronze,17863,Shooting
1992,14461,Gold,17863,Shooting
1992,15742,Silver,17863,Shooting
1992,15743,Bronze,121,Shooting
1992,14475,Gold,121,Shooting
1992,14474,Silver,121,Shooting
1992,10179,Bronze,124,Shooting
1992,15744,Gold,124,Shooting
1992,13355,Silver,124,Shooting
1992,15745,Bronze,17872,Shooting
1992,15746,Gold,17872,Shooting
1992,15747,Silver,17872,Shooting
1992,15748,Bronze,8830,Shooting
1992,15749,Gold,8830,Shooting
1992,15750,Silver,8830,Shooting
1992,15751,Bronze,1768,Shooting
1992,15752,Gold,1768,Shooting
1992,15753,Silver,1768,Shooting
1992,15754,Bronze,13734,Shooting
1992,15755,Gold,13734,Shooting
1992,15756,Silver,13734,Shooting
1992,15757,Bronze,12569,Shooting
1992,15758,Silver,12569,Shooting
1992,15759,Gold,12569,Shooting
1992,15760,Bronze,625,Shooting
1992,15761,Gold,625,Shooting
1992,15762,Silver,625,Shooting
1992,15763,Bronze,133,Table Tennis
1992,15764,Bronze,133,Table Tennis
1992,15765,Bronze,133,Table Tennis
1992,14493,Bronze,133,Table Tennis
1992,15766,Gold,133,Table Tennis
1992,15767,Gold,133,Table Tennis
1992,15768,Silver,133,Table Tennis
1992,15769,Silver,133,Table Tennis
1992,15770,Bronze,133,Table Tennis
1992,14500,Bronze,133,Table Tennis
1992,15771,Bronze,133,Table Tennis
1992,15772,Bronze,133,Table Tennis
1992,15773,Gold,133,Table Tennis
1992,15774,Gold,133,Table Tennis
1992,15775,Silver,133,Table Tennis
1992,15776,Silver,133,Table Tennis
1992,15764,Bronze,139,Table Tennis
1992,15777,Bronze,139,Table Tennis
1992,15778,Gold,139,Table Tennis
1992,15779,Silver,139,Table Tennis
1992,14500,Bronze,139,Table Tennis
1992,15771,Bronze,139,Table Tennis
1992,15773,Gold,139,Table Tennis
1992,15774,Silver,139,Table Tennis
1992,15780,Bronze,133,Tennis
1992,15781,Bronze,133,Tennis
1992,15782,Bronze,133,Tennis
1992,15783,Bronze,133,Tennis
1992,15784,Gold,133,Tennis
1992,15785,Gold,133,Tennis
1992,15786,Silver,133,Tennis
1992,15787,Silver,133,Tennis
1992,15788,Bronze,133,Tennis
1992,15789,Bronze,133,Tennis
1992,15790,Bronze,133,Tennis
1992,15791,Bronze,133,Tennis
1992,15792,Gold,133,Tennis
1992,15793,Gold,133,Tennis
1992,15794,Silver,133,Tennis
1992,15795,Silver,133,Tennis
1992,15796,Bronze,139,Tennis
1992,15781,Bronze,139,Tennis
1992,15797,Gold,139,Tennis
1992,15798,Silver,139,Tennis
1992,15793,Bronze,139,Tennis
1992,15795,Bronze,139,Tennis
1992,15799,Gold,139,Tennis
1992,14514,Silver,139,Tennis
1992,15800,Bronze,11544,Volleyball
1992,15801,Bronze,11544,Volleyball
1992,14538,Bronze,11544,Volleyball
1992,14539,Bronze,11544,Volleyball
1992,15802,Bronze,11544,Volleyball
1992,15803,Bronze,11544,Volleyball
1992,15804,Bronze,11544,Volleyball
1992,14541,Bronze,11544,Volleyball
1992,15805,Bronze,11544,Volleyball
1992,14543,Bronze,11544,Volleyball
1992,14544,Bronze,11544,Volleyball
1992,13394,Bronze,11544,Volleyball
1992,15806,Gold,11544,Volleyball
1992,15807,Gold,11544,Volleyball
1992,15808,Gold,11544,Volleyball
1992,15809,Gold,11544,Volleyball
1992,15810,Gold,11544,Volleyball
1992,15811,Gold,11544,Volleyball
1992,15812,Gold,11544,Volleyball
1992,15813,Gold,11544,Volleyball
1992,15814,Gold,11544,Volleyball
1992,13405,Gold,11544,Volleyball
1992,15815,Gold,11544,Volleyball
1992,15816,Gold,11544,Volleyball
1992,15817,Silver,11544,Volleyball
1992,15818,Silver,11544,Volleyball
1992,15819,Silver,11544,Volleyball
1992,15820,Silver,11544,Volleyball
1992,15821,Silver,11544,Volleyball
1992,15822,Silver,11544,Volleyball
1992,15823,Silver,11544,Volleyball
1992,15824,Silver,11544,Volleyball
1992,15825,Silver,11544,Volleyball
1992,15826,Silver,11544,Volleyball
1992,15827,Silver,11544,Volleyball
1992,15828,Silver,11544,Volleyball
1992,15829,Bronze,11544,Volleyball
1992,15830,Bronze,11544,Volleyball
1992,15831,Bronze,11544,Volleyball
1992,15832,Bronze,11544,Volleyball
1992,15833,Bronze,11544,Volleyball
1992,15834,Bronze,11544,Volleyball
1992,15835,Bronze,11544,Volleyball
1992,15836,Bronze,11544,Volleyball
1992,15837,Bronze,11544,Volleyball
1992,13442,Bronze,11544,Volleyball
1992,15838,Bronze,11544,Volleyball
1992,15839,Bronze,11544,Volleyball
1992,15840,Gold,11544,Volleyball
1992,15841,Gold,11544,Volleyball
1992,15842,Gold,11544,Volleyball
1992,15843,Gold,11544,Volleyball
1992,15844,Gold,11544,Volleyball
1992,15845,Gold,11544,Volleyball
1992,15846,Gold,11544,Volleyball
1992,15847,Gold,11544,Volleyball
1992,15848,Gold,11544,Volleyball
1992,15849,Gold,11544,Volleyball
1992,15850,Gold,11544,Volleyball
1992,15851,Gold,11544,Volleyball
1992,15852,Silver,11544,Volleyball
1992,15853,Silver,11544,Volleyball
1992,15854,Silver,11544,Volleyball
1992,15855,Silver,11544,Volleyball
1992,15856,Silver,11544,Volleyball
1992,15857,Silver,11544,Volleyball
1992,14567,Silver,11544,Volleyball
1992,14571,Silver,11544,Volleyball
1992,14572,Silver,11544,Volleyball
1992,15858,Silver,11544,Volleyball
1992,15859,Silver,11544,Volleyball
1992,15860,Silver,11544,Volleyball
1992,15861,Bronze,13814,Weightlifting
1992,15862,Gold,13814,Weightlifting
1992,15863,Silver,13814,Weightlifting
1992,15864,Bronze,7953,Weightlifting
1992,14588,Gold,7953,Weightlifting
1992,14589,Silver,7953,Weightlifting
1992,13450,Bronze,13817,Weightlifting
1992,14593,Gold,13817,Weightlifting
1992,12256,Silver,13817,Weightlifting
1992,15865,Bronze,16512,Weightlifting
1992,14594,Gold,16512,Weightlifting
1992,15866,Silver,16512,Weightlifting
1992,14591,Bronze,7959,Weightlifting
1992,14598,Gold,7959,Weightlifting
1992,15867,Silver,7959,Weightlifting
1992,15868,Bronze,5667,Weightlifting
1992,14601,Gold,5667,Weightlifting
1992,15869,Silver,5667,Weightlifting
1992,15870,Bronze,5670,Weightlifting
1992,15871,Gold,5670,Weightlifting
1992,15872,Silver,5670,Weightlifting
1992,15873,Gold,5673,Weightlifting
1992,15874,Silver,5673,Weightlifting
1992,15875,Bronze,8857,Weightlifting
1992,15876,Gold,8857,Weightlifting
1992,15877,Silver,8857,Weightlifting
1992,15878,Bronze,16530,Weightlifting
1992,15879,Gold,16530,Weightlifting
1992,15880,Silver,16530,Weightlifting
1992,15881,Bronze,12033,Wrestling Free.
1992,15882,Gold,12033,Wrestling Free.
1992,15883,Silver,12033,Wrestling Free.
1992,14617,Bronze,19541,Wrestling Free.
1992,13478,Gold,19541,Wrestling Free.
1992,15884,Silver,19541,Wrestling Free.
1992,15885,Bronze,13847,Wrestling Free.
1992,15886,Gold,13847,Wrestling Free.
1992,15887,Silver,13847,Wrestling Free.
1992,15888,Bronze,7977,Wrestling Free.
1992,15889,Gold,7977,Wrestling Free.
1992,15890,Silver,7977,Wrestling Free.
1992,15891,Bronze,13853,Wrestling Free.
1992,3541,Gold,13853,Wrestling Free.
1992,14621,Silver,13853,Wrestling Free.
1992,13487,Bronze,13856,Wrestling Free.
1992,14625,Gold,13856,Wrestling Free.
1992,15892,Silver,13856,Wrestling Free.
1992,15893,Bronze,13859,Wrestling Free.
1992,14626,Gold,13859,Wrestling Free.
1992,14628,Silver,13859,Wrestling Free.
1992,15894,Bronze,13862,Wrestling Free.
1992,15895,Gold,13862,Wrestling Free.
1992,15896,Silver,13862,Wrestling Free.
1992,15897,Bronze,13865,Wrestling Free.
1992,14634,Gold,13865,Wrestling Free.
1992,15898,Silver,13865,Wrestling Free.
1992,15899,Bronze,13868,Wrestling Free.
1992,15900,Gold,13868,Wrestling Free.
1992,15901,Silver,13868,Wrestling Free.
1992,15902,Bronze,12033,Wrestling Gre-R
1992,15903,Gold,12033,Wrestling Gre-R
1992,13503,Silver,12033,Wrestling Gre-R
1992,15904,Bronze,19541,Wrestling Gre-R
1992,14640,Gold,19541,Wrestling Gre-R
1992,14639,Silver,19541,Wrestling Gre-R
1992,15905,Bronze,13847,Wrestling Gre-R
1992,14643,Gold,13847,Wrestling Gre-R
1992,15906,Silver,13847,Wrestling Gre-R
1992,15907,Bronze,7977,Wrestling Gre-R
1992,15908,Gold,7977,Wrestling Gre-R
1992,15909,Silver,7977,Wrestling Gre-R
1992,15910,Bronze,13853,Wrestling Gre-R
1992,15911,Gold,13853,Wrestling Gre-R
1992,15912,Silver,13853,Wrestling Gre-R
1992,15913,Bronze,13856,Wrestling Gre-R
1992,15914,Gold,13856,Wrestling Gre-R
1992,15915,Silver,13856,Wrestling Gre-R
1992,15916,Bronze,13859,Wrestling Gre-R
1992,15917,Gold,13859,Wrestling Gre-R
1992,14651,Silver,13859,Wrestling Gre-R
1992,15918,Bronze,13862,Wrestling Gre-R
1992,15919,Gold,13862,Wrestling Gre-R
1992,15920,Silver,13862,Wrestling Gre-R
1992,15921,Bronze,13865,Wrestling Gre-R
1992,15922,Gold,13865,Wrestling Gre-R
1992,15923,Silver,13865,Wrestling Gre-R
1992,15924,Bronze,13868,Wrestling Gre-R
1992,15925,Gold,13868,Wrestling Gre-R
1992,14660,Silver,13868,Wrestling Gre-R
1996,15926,Bronze,664,Diving
1996,14668,Gold,664,Diving
1996,15927,Silver,664,Diving
1996,14665,Bronze,664,Diving
1996,14666,Gold,664,Diving
1996,15928,Silver,664,Diving
1996,14669,Bronze,1137,Diving
1996,13530,Gold,1137,Diving
1996,15929,Silver,1137,Diving
1996,15930,Bronze,1137,Diving
1996,14666,Gold,1137,Diving
1996,15931,Silver,1137,Diving
1996,15932,Bronze,671,Swimming
1996,14672,Gold,671,Swimming
1996,15933,Silver,671,Swimming
1996,15934,Bronze,671,Swimming
1996,15935,Gold,671,Swimming
1996,15936,Silver,671,Swimming
1996,15937,Bronze,11703,Swimming
1996,15938,Gold,11703,Swimming
1996,15939,Silver,11703,Swimming
1996,14678,Bronze,11703,Swimming
1996,15940,Gold,11703,Swimming
1996,15941,Silver,11703,Swimming
1996,14735,Bronze,8926,Swimming
1996,15942,Gold,8926,Swimming
1996,15943,Silver,8926,Swimming
1996,14725,Bronze,8926,Swimming
1996,15944,Gold,8926,Swimming
1996,15945,Silver,8926,Swimming
1996,14684,Bronze,1,Swimming
1996,14683,Gold,1,Swimming
1996,15946,Silver,1,Swimming
1996,14725,Bronze,1,Swimming
1996,14727,Gold,1,Swimming
1996,15947,Silver,1,Swimming
1996,15948,Bronze,152,Swimming
1996,14688,Gold,152,Swimming
1996,15949,Silver,152,Swimming
1996,15950,Bronze,155,Swimming
1996,15951,Gold,155,Swimming
1996,15952,Silver,155,Swimming
1996,15953,Bronze,155,Swimming
1996,13540,Gold,155,Swimming
1996,15936,Silver,155,Swimming
1996,15954,Bronze,1150,Swimming
1996,14677,Gold,1150,Swimming
1996,13543,Silver,1150,Swimming
1996,15955,Bronze,1150,Swimming
1996,15940,Gold,1150,Swimming
1996,15941,Silver,1150,Swimming
1996,15956,Bronze,8944,Swimming
1996,15942,Gold,8944,Swimming
1996,15957,Silver,8944,Swimming
1996,15958,Bronze,8944,Swimming
1996,14700,Gold,8944,Swimming
1996,15959,Silver,8944,Swimming
1996,15949,Bronze,158,Swimming
1996,14699,Gold,158,Swimming
1996,14684,Silver,158,Swimming
1996,14693,Bronze,158,Swimming
1996,15960,Gold,158,Swimming
1996,14685,Silver,158,Swimming
1996,15961,Bronze,11748,Swimming
1996,14707,Gold,11748,Swimming
1996,15962,Silver,11748,Swimming
1996,14696,Bronze,11748,Swimming
1996,15958,Gold,11748,Swimming
1996,15963,Silver,11748,Swimming
1996,15949,Bronze,9,Swimming
1996,14699,Gold,9,Swimming
1996,15964,Silver,9,Swimming
1996,15965,Bronze,9,Swimming
1996,15958,Gold,9,Swimming
1996,14693,Silver,9,Swimming
1996,15961,Bronze,10720,Swimming
1996,15966,Gold,10720,Swimming
1996,14711,Silver,10720,Swimming
1996,13540,Bronze,10720,Swimming
1996,15958,Gold,10720,Swimming
1996,15967,Silver,10720,Swimming
1996,15968,Bronze,1971,Swimming
1996,14712,Bronze,1971,Swimming
1996,14714,Bronze,1971,Swimming
1996,14715,Bronze,1971,Swimming
1996,15969,Bronze,1971,Swimming
1996,15970,Gold,1971,Swimming
1996,15971,Gold,1971,Swimming
1996,15946,Gold,1971,Swimming
1996,14718,Gold,1971,Swimming
1996,15972,Gold,1971,Swimming
1996,15973,Gold,1971,Swimming
1996,15974,Silver,1971,Swimming
1996,14683,Silver,1971,Swimming
1996,15975,Silver,1971,Swimming
1996,14721,Silver,1971,Swimming
1996,15976,Silver,1971,Swimming
1996,15977,Silver,1971,Swimming
1996,15978,Bronze,1971,Swimming
1996,15979,Bronze,1971,Swimming
1996,14724,Bronze,1971,Swimming
1996,14685,Bronze,1971,Swimming
1996,15947,Bronze,1971,Swimming
1996,15980,Gold,1971,Swimming
1996,15981,Gold,1971,Swimming
1996,14725,Gold,1971,Swimming
1996,14686,Gold,1971,Swimming
1996,15982,Gold,1971,Swimming
1996,15944,Gold,1971,Swimming
1996,15983,Silver,1971,Swimming
1996,14727,Silver,1971,Swimming
1996,15984,Silver,1971,Swimming
1996,15985,Silver,1971,Swimming
1996,15986,Bronze,9850,Swimming
1996,15987,Bronze,9850,Swimming
1996,15988,Bronze,9850,Swimming
1996,15943,Bronze,9850,Swimming
1996,14675,Bronze,9850,Swimming
1996,15970,Gold,9850,Swimming
1996,15989,Gold,9850,Swimming
1996,15946,Gold,9850,Swimming
1996,15990,Gold,9850,Swimming
1996,15991,Gold,9850,Swimming
1996,15939,Gold,9850,Swimming
1996,14672,Gold,9850,Swimming
1996,15952,Gold,9850,Swimming
1996,15992,Silver,9850,Swimming
1996,14735,Silver,9850,Swimming
1996,15993,Silver,9850,Swimming
1996,15942,Silver,9850,Swimming
1996,14683,Silver,9850,Swimming
1996,14691,Silver,9850,Swimming
1996,15977,Silver,9850,Swimming
1996,15994,Bronze,9850,Swimming
1996,15995,Bronze,9850,Swimming
1996,15996,Bronze,9850,Swimming
1996,15985,Bronze,9850,Swimming
1996,15941,Gold,9850,Swimming
1996,15935,Gold,9850,Swimming
1996,15980,Gold,9850,Swimming
1996,15936,Gold,9850,Swimming
1996,14725,Gold,9850,Swimming
1996,15997,Gold,9850,Swimming
1996,14686,Gold,9850,Swimming
1996,15944,Gold,9850,Swimming
1996,15998,Silver,9850,Swimming
1996,15999,Silver,9850,Swimming
1996,14700,Silver,9850,Swimming
1996,14678,Silver,9850,Swimming
1996,16000,Silver,9850,Swimming
1996,14692,Silver,9850,Swimming
1996,16001,Bronze,1156,Swimming
1996,16002,Bronze,1156,Swimming
1996,16003,Bronze,1156,Swimming
1996,16004,Bronze,1156,Swimming
1996,14714,Bronze,1156,Swimming
1996,13585,Bronze,1156,Swimming
1996,16005,Gold,1156,Swimming
1996,15970,Gold,1156,Swimming
1996,14716,Gold,1156,Swimming
1996,14718,Gold,1156,Swimming
1996,15972,Gold,1156,Swimming
1996,14750,Silver,1156,Swimming
1996,13567,Silver,1156,Swimming
1996,16006,Silver,1156,Swimming
1996,14751,Silver,1156,Swimming
1996,16007,Bronze,1156,Swimming
1996,16008,Bronze,1156,Swimming
1996,16009,Bronze,1156,Swimming
1996,14700,Bronze,1156,Swimming
1996,14692,Bronze,1156,Swimming
1996,16010,Gold,1156,Swimming
1996,15981,Gold,1156,Swimming
1996,16011,Gold,1156,Swimming
1996,16012,Gold,1156,Swimming
1996,16013,Gold,1156,Swimming
1996,14686,Gold,1156,Swimming
1996,16014,Gold,1156,Swimming
1996,15979,Silver,1156,Swimming
1996,14693,Silver,1156,Swimming
1996,14705,Silver,1156,Swimming
1996,14724,Silver,1156,Swimming
1996,16015,Silver,1156,Swimming
1996,14685,Silver,1156,Swimming
1996,16016,Bronze,18196,Swimming
1996,14683,Gold,18196,Swimming
1996,15946,Silver,18196,Swimming
1996,15947,Bronze,18196,Swimming
1996,15944,Gold,18196,Swimming
1996,14727,Silver,18196,Swimming
1996,15965,Bronze,11826,Swimming
1996,16017,Gold,11826,Swimming
1996,14693,Silver,11826,Swimming
1996,16018,Bronze,938,Synchronized S.
1996,16019,Bronze,938,Synchronized S.
1996,16020,Bronze,938,Synchronized S.
1996,16021,Bronze,938,Synchronized S.
1996,16022,Bronze,938,Synchronized S.
1996,16023,Bronze,938,Synchronized S.
1996,16024,Bronze,938,Synchronized S.
1996,16025,Bronze,938,Synchronized S.
1996,16026,Bronze,938,Synchronized S.
1996,16027,Bronze,938,Synchronized S.
1996,16028,Gold,938,Synchronized S.
1996,16029,Gold,938,Synchronized S.
1996,16030,Gold,938,Synchronized S.
1996,16031,Gold,938,Synchronized S.
1996,16032,Gold,938,Synchronized S.
1996,16033,Gold,938,Synchronized S.
1996,16034,Gold,938,Synchronized S.
1996,16035,Gold,938,Synchronized S.
1996,16036,Gold,938,Synchronized S.
1996,16037,Gold,938,Synchronized S.
1996,16038,Silver,938,Synchronized S.
1996,16039,Silver,938,Synchronized S.
1996,16040,Silver,938,Synchronized S.
1996,16041,Silver,938,Synchronized S.
1996,14759,Silver,938,Synchronized S.
1996,16042,Silver,938,Synchronized S.
1996,16043,Silver,938,Synchronized S.
1996,16044,Silver,938,Synchronized S.
1996,16045,Silver,938,Synchronized S.
1996,16046,Silver,938,Synchronized S.
1996,16047,Bronze,185,Water polo
1996,14768,Bronze,185,Water polo
1996,16048,Bronze,185,Water polo
1996,14770,Bronze,185,Water polo
1996,16049,Bronze,185,Water polo
1996,16050,Bronze,185,Water polo
1996,16051,Bronze,185,Water polo
1996,16052,Bronze,185,Water polo
1996,16053,Bronze,185,Water polo
1996,14777,Bronze,185,Water polo
1996,16054,Bronze,185,Water polo
1996,14780,Bronze,185,Water polo
1996,16055,Bronze,185,Water polo
1996,16056,Gold,185,Water polo
1996,16057,Gold,185,Water polo
1996,14781,Gold,185,Water polo
1996,14782,Gold,185,Water polo
1996,14783,Gold,185,Water polo
1996,14784,Gold,185,Water polo
1996,16058,Gold,185,Water polo
1996,14787,Gold,185,Water polo
1996,16059,Gold,185,Water polo
1996,14788,Gold,185,Water polo
1996,14790,Gold,185,Water polo
1996,14792,Gold,185,Water polo
1996,16060,Gold,185,Water polo
1996,16061,Silver,185,Water polo
1996,12440,Silver,185,Water polo
1996,16062,Silver,185,Water polo
1996,16063,Silver,185,Water polo
1996,16064,Silver,185,Water polo
1996,16065,Silver,185,Water polo
1996,16066,Silver,185,Water polo
1996,13632,Silver,185,Water polo
1996,16067,Silver,185,Water polo
1996,16068,Silver,185,Water polo
1996,16069,Silver,185,Water polo
1996,16070,Silver,185,Water polo
1996,16071,Silver,185,Water polo
1996,16072,Bronze,19826,Archery
1996,16073,Gold,19826,Archery
1996,16074,Silver,19826,Archery
1996,16075,Bronze,19826,Archery
1996,16076,Gold,19826,Archery
1996,16077,Silver,19826,Archery
1996,16078,Bronze,19832,Archery
1996,16079,Bronze,19832,Archery
1996,16080,Bronze,19832,Archery
1996,16073,Gold,19832,Archery
1996,16081,Gold,19832,Archery
1996,16082,Gold,19832,Archery
1996,16083,Silver,19832,Archery
1996,16084,Silver,19832,Archery
1996,16072,Silver,19832,Archery
1996,16085,Bronze,19832,Archery
1996,16086,Bronze,19832,Archery
1996,16087,Bronze,19832,Archery
1996,16088,Gold,19832,Archery
1996,16076,Gold,19832,Archery
1996,16089,Gold,19832,Archery
1996,16090,Silver,19832,Archery
1996,16091,Silver,19832,Archery
1996,16092,Silver,19832,Archery
1996,16093,Bronze,2016,Athletics
1996,16094,Gold,2016,Athletics
1996,16095,Silver,2016,Athletics
1996,16096,Bronze,2016,Athletics
1996,16097,Gold,2016,Athletics
1996,16098,Silver,2016,Athletics
1996,16099,Bronze,2019,Athletics
1996,14818,Gold,2019,Athletics
1996,16100,Silver,2019,Athletics
1996,16101,Bronze,12,Athletics
1996,16102,Gold,12,Athletics
1996,14820,Silver,12,Athletics
1996,14837,Bronze,12,Athletics
1996,14822,Gold,12,Athletics
1996,11423,Silver,12,Athletics
1996,16103,Bronze,12908,Athletics
1996,16104,Gold,12908,Athletics
1996,16105,Silver,12908,Athletics
1996,16106,Bronze,16,Athletics
1996,16107,Gold,16,Athletics
1996,16108,Silver,16,Athletics
1996,16109,Bronze,18,Athletics
1996,16110,Gold,18,Athletics
1996,14830,Silver,18,Athletics
1996,16111,Bronze,18,Athletics
1996,16112,Gold,18,Athletics
1996,16113,Silver,18,Athletics
1996,16101,Bronze,240,Athletics
1996,14882,Gold,240,Athletics
1996,14820,Silver,240,Athletics
1996,14867,Bronze,240,Athletics
1996,14850,Gold,240,Athletics
1996,11423,Silver,240,Athletics
1996,16114,Bronze,9027,Athletics
1996,16115,Gold,9027,Athletics
1996,16116,Silver,9027,Athletics
1996,16117,Bronze,246,Athletics
1996,16118,Gold,246,Athletics
1996,16119,Silver,246,Athletics
1996,16120,Bronze,21,Athletics
1996,14882,Gold,21,Athletics
1996,14876,Silver,21,Athletics
1996,16121,Bronze,21,Athletics
1996,14850,Gold,21,Athletics
1996,16122,Silver,21,Athletics
1996,16123,Bronze,255,Athletics
1996,16124,Gold,255,Athletics
1996,16125,Silver,255,Athletics
1996,16126,Bronze,255,Athletics
1996,16127,Gold,255,Athletics
1996,16128,Silver,255,Athletics
1996,16129,Bronze,2052,Athletics
1996,13679,Bronze,2052,Athletics
1996,16130,Bronze,2052,Athletics
1996,16131,Bronze,2052,Athletics
1996,16102,Gold,2052,Athletics
1996,16132,Gold,2052,Athletics
1996,16133,Gold,2052,Athletics
1996,16134,Gold,2052,Athletics
1996,16135,Gold,2052,Athletics
1996,16136,Silver,2052,Athletics
1996,16137,Silver,2052,Athletics
1996,14836,Silver,2052,Athletics
1996,14819,Silver,2052,Athletics
1996,16138,Silver,2052,Athletics
1996,14823,Bronze,2052,Athletics
1996,16139,Bronze,2052,Athletics
1996,16140,Bronze,2052,Athletics
1996,16141,Bronze,2052,Athletics
1996,11423,Bronze,2052,Athletics
1996,16142,Bronze,2052,Athletics
1996,14822,Gold,2052,Athletics
1996,16143,Gold,2052,Athletics
1996,14871,Gold,2052,Athletics
1996,16144,Gold,2052,Athletics
1996,14837,Gold,2052,Athletics
1996,16145,Silver,2052,Athletics
1996,16146,Silver,2052,Athletics
1996,16147,Silver,2052,Athletics
1996,16148,Silver,2052,Athletics
1996,16149,Silver,2052,Athletics
1996,16150,Bronze,1225,Athletics
1996,16151,Bronze,1225,Athletics
1996,16152,Bronze,1225,Athletics
1996,16153,Bronze,1225,Athletics
1996,16154,Bronze,1225,Athletics
1996,16155,Bronze,1225,Athletics
1996,16156,Gold,1225,Athletics
1996,16157,Gold,1225,Athletics
1996,16158,Gold,1225,Athletics
1996,16159,Gold,1225,Athletics
1996,16160,Gold,1225,Athletics
1996,16161,Silver,1225,Athletics
1996,14876,Silver,1225,Athletics
1996,16162,Silver,1225,Athletics
1996,14878,Silver,1225,Athletics
1996,14879,Silver,1225,Athletics
1996,16163,Silver,1225,Athletics
1996,16164,Bronze,1225,Athletics
1996,16165,Bronze,1225,Athletics
1996,16166,Bronze,1225,Athletics
1996,16167,Bronze,1225,Athletics
1996,16168,Gold,1225,Athletics
1996,16169,Gold,1225,Athletics
1996,14897,Gold,1225,Athletics
1996,14898,Gold,1225,Athletics
1996,16170,Gold,1225,Athletics
1996,16171,Silver,1225,Athletics
1996,16121,Silver,1225,Athletics
1996,16172,Silver,1225,Athletics
1996,16173,Silver,1225,Athletics
1996,16174,Bronze,1324,Athletics
1996,16175,Gold,1324,Athletics
1996,14901,Silver,1324,Athletics
1996,16176,Bronze,1324,Athletics
1996,16098,Gold,1324,Athletics
1996,16177,Silver,1324,Athletics
1996,16178,Bronze,5869,Athletics
1996,16179,Gold,5869,Athletics
1996,16180,Silver,5869,Athletics
1996,16181,Bronze,24,Athletics
1996,16182,Gold,24,Athletics
1996,16183,Silver,24,Athletics
1996,16184,Bronze,24,Athletics
1996,16112,Gold,24,Athletics
1996,14907,Silver,24,Athletics
1996,16185,Bronze,780,Athletics
1996,16186,Gold,780,Athletics
1996,16187,Silver,780,Athletics
1996,16188,Bronze,27,Athletics
1996,16189,Gold,27,Athletics
1996,16190,Silver,27,Athletics
1996,16191,Bronze,27,Athletics
1996,16192,Gold,27,Athletics
1996,16193,Silver,27,Athletics
1996,16194,Bronze,277,Athletics
1996,16195,Gold,277,Athletics
1996,16196,Silver,277,Athletics
1996,16197,Bronze,16912,Athletics
1996,16198,Gold,16912,Athletics
1996,16199,Silver,16912,Athletics
1996,16200,Bronze,30,Athletics
1996,16201,Gold,30,Athletics
1996,14921,Silver,30,Athletics
1996,16202,Bronze,30,Athletics
1996,13752,Gold,30,Athletics
1996,16203,Silver,30,Athletics
1996,13753,Bronze,1259,Athletics
1996,13755,Gold,1259,Athletics
1996,14926,Silver,1259,Athletics
1996,16204,Bronze,1259,Athletics
1996,16205,Gold,1259,Athletics
1996,16206,Silver,1259,Athletics
1996,14930,Bronze,33,Athletics
1996,12470,Gold,33,Athletics
1996,16207,Silver,33,Athletics
1996,12558,Bronze,33,Athletics
1996,16208,Gold,33,Athletics
1996,16209,Silver,33,Athletics
1996,16210,Bronze,36,Athletics
1996,16211,Gold,36,Athletics
1996,16212,Silver,36,Athletics
1996,14937,Bronze,36,Athletics
1996,16213,Gold,36,Athletics
1996,14936,Silver,36,Athletics
1996,16214,Bronze,39,Athletics
1996,16215,Gold,39,Athletics
1996,14940,Silver,39,Athletics
1996,16216,Bronze,43,Athletics
1996,13771,Gold,43,Athletics
1996,16217,Silver,43,Athletics
1996,16218,Bronze,43,Athletics
1996,16219,Gold,43,Athletics
1996,16220,Silver,43,Athletics
1996,16221,Bronze,46,Athletics
1996,16222,Gold,46,Athletics
1996,16223,Silver,46,Athletics
1996,16224,Bronze,46,Athletics
1996,14931,Gold,46,Athletics
1996,16225,Silver,46,Athletics
1996,16226,Bronze,133,Badminton
1996,16227,Bronze,133,Badminton
1996,16228,Bronze,133,Badminton
1996,16229,Gold,133,Badminton
1996,16230,Gold,133,Badminton
1996,16231,Gold,133,Badminton
1996,16232,Silver,133,Badminton
1996,16233,Silver,133,Badminton
1996,14953,Silver,133,Badminton
1996,16234,Bronze,133,Badminton
1996,16235,Bronze,133,Badminton
1996,16236,Bronze,133,Badminton
1996,16237,Gold,133,Badminton
1996,16238,Gold,133,Badminton
1996,14956,Gold,133,Badminton
1996,14956,Silver,133,Badminton
1996,16239,Silver,133,Badminton
1996,16240,Silver,133,Badminton
1996,14949,Bronze,139,Badminton
1996,16241,Gold,139,Badminton
1996,16242,Silver,139,Badminton
1996,14970,Bronze,139,Badminton
1996,14971,Gold,139,Badminton
1996,16243,Silver,139,Badminton
1996,16244,Bronze,20052,Baseball
