year,dname,eid,ename,Event_gender,record
1896,Swimming,1,100m freestyle,M,
1896,Swimming,1,100m freestyle,M,
1896,Swimming,3,100m freestyle for sailors,M,
1896,Swimming,3,100m freestyle for sailors,M,
1896,Swimming,3,100m freestyle for sailors,M,
1896,Swimming,6,1200m freestyle,M,
1896,Swimming,6,1200m freestyle,M,
1896,Swimming,6,1200m freestyle,M,
1896,Swimming,9,400m freestyle,M,
1896,Swimming,9,400m freestyle,M,
1896,Swimming,9,400m freestyle,M,
1896,Athletics,12,100m,M,
1896,Athletics,12,100m,M,
1896,Athletics,12,100m,M,
1896,Athletics,12,100m,M,
1896,Athletics,16,110m hurdles,M,
1896,Athletics,16,110m hurdles,M,
1896,Athletics,18,1500m,M,
1896,Athletics,18,1500m,M,
1896,Athletics,18,1500m,M,
1896,Athletics,21,400m,M,
1896,Athletics,21,400m,M,
1896,Athletics,21,400m,M,
1896,Athletics,24,800m,M,
1896,Athletics,24,800m,M,
1896,Athletics,24,800m,M,
1896,Athletics,27,discus throw,M,
1896,Athletics,27,discus throw,M,
1896,Athletics,27,discus throw,M,
1896,Athletics,30,high jump,M,
1896,Athletics,30,high jump,M,
1896,Athletics,30,high jump,M,
1896,Athletics,33,long jump,M,
1896,Athletics,33,long jump,M,
1896,Athletics,33,long jump,M,
1896,Athletics,36,marathon,M,
1896,Athletics,36,marathon,M,
1896,Athletics,36,marathon,M,
1896,Athletics,39,pole vault,M,
1896,Athletics,39,pole vault,M,
1896,Athletics,39,pole vault,M,
1896,Athletics,39,pole vault,M,
1896,Athletics,43,shot put,M,
1896,Athletics,43,shot put,M,
1896,Athletics,43,shot put,M,
1896,Athletics,46,triple jump,M,
1896,Athletics,46,triple jump,M,
1896,Athletics,46,triple jump,M,
1896,Cycling Road,49,individual road race,M,
1896,Cycling Road,49,individual road race,M,
1896,Cycling Road,49,individual road race,M,
1896,Cycling Track,52,100km,M,
1896,Cycling Track,52,100km,M,
1896,Cycling Track,54,10km,M,
1896,Cycling Track,54,10km,M,
1896,Cycling Track,54,10km,M,
1896,Cycling Track,57,12-hour race,M,
1896,Cycling Track,57,12-hour race,M,
1896,Cycling Track,59,1km time trial,M,
1896,Cycling Track,59,1km time trial,M,
1896,Cycling Track,59,1km time trial,M,
1896,Cycling Track,62,Sprint indivual,M,
1896,Cycling Track,62,Sprint indivual,M,
1896,Cycling Track,62,Sprint indivual,M,
1896,Fencing,65,foil individual,M,
1896,Fencing,65,foil individual,M,
1896,Fencing,65,foil individual,M,
1896,Fencing,68,"foil, masters",M,
1896,Fencing,68,"foil, masters",M,
1896,Fencing,70,sabre individual,M,
1896,Fencing,70,sabre individual,M,
1896,Fencing,70,sabre individual,M,
1896,Artistic G.,73,horizontal bar,M,
1896,Artistic G.,73,horizontal bar,M,
1896,Artistic G.,75,parallel bars,M,
1896,Artistic G.,75,parallel bars,M,
1896,Artistic G.,77,pommel horse,M,
1896,Artistic G.,77,pommel horse,M,
1896,Artistic G.,79,rings,M,
1896,Artistic G.,79,rings,M,
1896,Artistic G.,79,rings,M,
1896,Artistic G.,82,rope climbing,M,
1896,Artistic G.,82,rope climbing,M,
1896,Artistic G.,82,rope climbing,M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,85,"team, horizontal bar",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,96,"team, parallel bars",M,
1896,Artistic G.,115,vault,M,
1896,Artistic G.,115,vault,M,
1896,Artistic G.,115,vault,M,
1896,Shooting,118,25m army pistol,M,
1896,Shooting,118,25m army pistol,M,
1896,Shooting,118,25m army pistol,M,
1896,Shooting,121,25m rapid fire pistol (60 shots),M,
1896,Shooting,121,25m rapid fire pistol (60 shots),M,
1896,Shooting,121,25m rapid fire pistol (60 shots),M,
1896,Shooting,124,50m pistol (60 shots),M,
1896,Shooting,124,50m pistol (60 shots),M,
1896,Shooting,124,50m pistol (60 shots),M,
1896,Shooting,127,"army rifle, 200m",M,
1896,Shooting,127,"army rifle, 200m",M,
1896,Shooting,127,"army rifle, 200m",M,
1896,Shooting,130,"army rifle, 300m",M,
1896,Shooting,130,"army rifle, 300m",M,
1896,Shooting,130,"army rifle, 300m",M,
1896,Tennis,133,doubles,M,
1896,Tennis,133,doubles,M,
1896,Tennis,133,doubles,M,
1896,Tennis,133,doubles,M,
1896,Tennis,133,doubles,M,
1896,Tennis,133,doubles,M,
1896,Tennis,139,singles,M,
1896,Tennis,139,singles,M,
1896,Tennis,139,singles,M,
1896,Tennis,139,singles,M,
1896,Weightlifting,143,heavyweight - one hand lift,M,
1896,Weightlifting,143,heavyweight - one hand lift,M,
1896,Weightlifting,143,heavyweight - one hand lift,M,
1896,Weightlifting,146,heavyweight - two hand lift,M,
1896,Weightlifting,146,heavyweight - two hand lift,M,
1896,Weightlifting,146,heavyweight - two hand lift,M,
1896,Wrestling Gre-R,149,open event,M,
1896,Wrestling Gre-R,149,open event,M,
1896,Wrestling Gre-R,149,open event,M,
1900,Swimming,152,1500m freestyle,M,
1900,Swimming,152,1500m freestyle,M,
1900,Swimming,152,1500m freestyle,M,
1900,Swimming,155,200m backstroke,M,
1900,Swimming,155,200m backstroke,M,
1900,Swimming,155,200m backstroke,M,
1900,Swimming,158,200m freestyle,M,
1900,Swimming,158,200m freestyle,M,
1900,Swimming,158,200m freestyle,M,
1900,Swimming,161,200m obstacle event,M,
1900,Swimming,161,200m obstacle event,M,
1900,Swimming,161,200m obstacle event,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,164,200m team swimming,M,
1900,Swimming,179,4000m freestyle,M,
1900,Swimming,179,4000m freestyle,M,
1900,Swimming,179,4000m freestyle,M,
1900,Swimming,182,underwater swimming,M,
1900,Swimming,182,underwater swimming,M,
1900,Swimming,182,underwater swimming,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Water polo,185,water polo,M,
1900,Archery,213,"au chapelet, 33m",M,
1900,Archery,213,"au chapelet, 33m",M,
1900,Archery,213,"au chapelet, 33m",M,
1900,Archery,216,"au chapelet, 50m",M,
1900,Archery,216,"au chapelet, 50m",M,
1900,Archery,216,"au chapelet, 50m",M,
1900,Archery,219,"au cordon doré, 33m",M,
1900,Archery,219,"au cordon doré, 33m",M,
1900,Archery,219,"au cordon doré, 33m",M,
1900,Archery,222,"au cordon doré, 50m",M,
1900,Archery,222,"au cordon doré, 50m",M,
1900,Archery,222,"au cordon doré, 50m",M,
1900,Archery,225,sur la perche à la herse,M,
1900,Archery,225,sur la perche à la herse,M,
1900,Archery,225,sur la perche à la herse,M,
1900,Archery,228,sur la perche à la pyramide,M,
1900,Archery,228,sur la perche à la pyramide,M,
1900,Archery,228,sur la perche à la pyramide,M,
1900,Athletics,12,100m,M,
1900,Athletics,12,100m,M,
1900,Athletics,12,100m,M,
1900,Athletics,16,110m hurdles,M,
1900,Athletics,16,110m hurdles,M,
1900,Athletics,16,110m hurdles,M,
1900,Athletics,18,1500m,M,
1900,Athletics,18,1500m,M,
1900,Athletics,18,1500m,M,
1900,Athletics,240,200m,M,
1900,Athletics,240,200m,M,
1900,Athletics,240,200m,M,
1900,Athletics,243,200m hurdles,M,
1900,Athletics,243,200m hurdles,M,
1900,Athletics,243,200m hurdles,M,
1900,Athletics,246,3000m steeplechase,M,
1900,Athletics,246,3000m steeplechase,M,
1900,Athletics,246,3000m steeplechase,M,
1900,Athletics,249,4000m steeplechase,M,
1900,Athletics,249,4000m steeplechase,M,
1900,Athletics,249,4000m steeplechase,M,
1900,Athletics,21,400m,M,
1900,Athletics,21,400m,M,
1900,Athletics,21,400m,M,
1900,Athletics,255,400m hurdles,M,
1900,Athletics,255,400m hurdles,M,
1900,Athletics,255,400m hurdles,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,258,5000m team,M,
1900,Athletics,268,60m,M,
1900,Athletics,268,60m,M,
1900,Athletics,268,60m,M,
1900,Athletics,24,800m,M,
1900,Athletics,24,800m,M,
1900,Athletics,24,800m,M,
1900,Athletics,27,discus throw,M,
1900,Athletics,27,discus throw,M,
1900,Athletics,27,discus throw,M,
1900,Athletics,277,hammer throw,M,
1900,Athletics,277,hammer throw,M,
1900,Athletics,277,hammer throw,M,
1900,Athletics,30,high jump,M,
1900,Athletics,30,high jump,M,
1900,Athletics,30,high jump,M,
1900,Athletics,283,"high jump, standing",M,
1900,Athletics,283,"high jump, standing",M,
1900,Athletics,283,"high jump, standing",M,
1900,Athletics,33,long jump,M,
1900,Athletics,33,long jump,M,
1900,Athletics,33,long jump,M,
1900,Athletics,289,"long jump, standing",M,
1900,Athletics,289,"long jump, standing",M,
1900,Athletics,289,"long jump, standing",M,
1900,Athletics,36,marathon,M,
1900,Athletics,36,marathon,M,
1900,Athletics,36,marathon,M,
1900,Athletics,39,pole vault,M,
1900,Athletics,39,pole vault,M,
1900,Athletics,39,pole vault,M,
1900,Athletics,43,shot put,M,
1900,Athletics,43,shot put,M,
1900,Athletics,43,shot put,M,
1900,Athletics,46,triple jump,M,
1900,Athletics,46,triple jump,M,
1900,Athletics,46,triple jump,M,
1900,Athletics,304,"triple jump, standing",M,
1900,Athletics,304,"triple jump, standing",M,
1900,Athletics,304,"triple jump, standing",M,
1900,Basque Pelota,307,cesta punta,M,
1900,Basque Pelota,307,cesta punta,M,
1900,Basque Pelota,307,cesta punta,M,
1900,Basque Pelota,307,cesta punta,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Cricket,311,cricket,M,
1900,Croquet,335,double,M,
1900,Croquet,335,double,M,
1900,Croquet,337,individual 1 ball,M,
1900,Croquet,337,individual 1 ball,M,
1900,Croquet,337,individual 1 ball,M,
1900,Croquet,340,individual 2 balls,M,
1900,Croquet,340,individual 2 balls,M,
1900,Croquet,340,individual 2 balls,M,
1900,Cycling Track,343,25 kilometres,M,
1900,Cycling Track,343,25 kilometres,M,
1900,Cycling Track,343,25 kilometres,M,
1900,Cycling Track,62,Sprint indivual,M,
1900,Cycling Track,62,Sprint indivual,M,
1900,Cycling Track,62,Sprint indivual,M,
1900,Jumping,30,high jump,X,
1900,Jumping,30,high jump,X,
1900,Jumping,30,high jump,X,
1900,Jumping,352,individual,X,
1900,Jumping,352,individual,X,
1900,Jumping,352,individual,X,
1900,Jumping,355,long jump individual,X,
1900,Jumping,355,long jump individual,X,
1900,Jumping,355,long jump individual,X,
1900,Fencing,358,épée individual,M,
1900,Fencing,358,épée individual,M,
1900,Fencing,358,épée individual,M,
1900,Fencing,361,"épée, amateurs and masters",M,
1900,Fencing,361,"épée, amateurs and masters",M,
1900,Fencing,361,"épée, amateurs and masters",M,
1900,Fencing,364,"épée, masters",M,
1900,Fencing,364,"épée, masters",M,
1900,Fencing,364,"épée, masters",M,
1900,Fencing,65,foil individual,M,
1900,Fencing,65,foil individual,M,
1900,Fencing,65,foil individual,M,
1900,Fencing,68,"foil, masters",M,
1900,Fencing,68,"foil, masters",M,
1900,Fencing,68,"foil, masters",M,
1900,Fencing,70,sabre individual,M,
1900,Fencing,70,sabre individual,M,
1900,Fencing,70,sabre individual,M,
1900,Fencing,376,"sabre, masters",M,
1900,Fencing,376,"sabre, masters",M,
1900,Fencing,376,"sabre, masters",M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Football,379,football,M,
1900,Golf,352,individual,M,
1900,Golf,352,individual,M,
1900,Golf,352,individual,M,
1900,Golf,352,individual,W,
1900,Golf,352,individual,W,
1900,Golf,352,individual,W,
1900,Artistic G.,420,individual all-round,M,
1900,Artistic G.,420,individual all-round,M,
1900,Artistic G.,420,individual all-round,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Polo,423,polo,M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,435,eight with coxswain (8+),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,462,four-oared shell with coxswain (4-),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,491,pair-oared shell with coxswain (2+),M,
1900,Rowing,500,single sculls (1x),M,
1900,Rowing,500,single sculls (1x),M,
1900,Rowing,500,single sculls (1x),M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Rugby,503,rugby,M,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,550,0.5-1t,X,
1900,Sailing,560,10-20t,X,
1900,Sailing,560,10-20t,X,
1900,Sailing,560,10-20t,X,
1900,Sailing,560,10-20t,X,
1900,Sailing,564,3-10t,X,
1900,Sailing,564,3-10t,X,
1900,Sailing,564,3-10t,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Sailing,567,open class,X,
1900,Shooting,121,25m rapid fire pistol (60 shots),M,
1900,Shooting,121,25m rapid fire pistol (60 shots),M,
1900,Shooting,121,25m rapid fire pistol (60 shots),M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,579,"50m army pistol, team",M,
1900,Shooting,124,50m pistol (60 shots),M,
1900,Shooting,124,50m pistol (60 shots),M,
1900,Shooting,124,50m pistol (60 shots),M,
1900,Shooting,597,"army rifle, 300m, 3 positions",M,
1900,Shooting,597,"army rifle, 300m, 3 positions",M,
1900,Shooting,597,"army rifle, 300m, 3 positions",M,
1900,Shooting,597,"army rifle, 300m, 3 positions",M,
1900,Shooting,601,"army rifle, 300m, kneeling",M,
1900,Shooting,601,"army rifle, 300m, kneeling",M,
1900,Shooting,601,"army rifle, 300m, kneeling",M,
1900,Shooting,604,"army rifle, 300m, prone",M,
1900,Shooting,604,"army rifle, 300m, prone",M,
1900,Shooting,604,"army rifle, 300m, prone",M,
1900,Shooting,607,"army rifle, 300m, standing",M,
1900,Shooting,607,"army rifle, 300m, standing",M,
1900,Shooting,607,"army rifle, 300m, standing",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,610,"free rifle, team",M,
1900,Shooting,625,trap (125 targets),M,
1900,Shooting,625,trap (125 targets),M,
1900,Shooting,625,trap (125 targets),M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,133,doubles,M,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,636,mixed doubles,X,
1900,Tennis,139,singles,M,
1900,Tennis,139,singles,M,
1900,Tennis,139,singles,M,
1900,Tennis,139,singles,M,
1900,Tennis,139,singles,W,
1900,Tennis,139,singles,W,
1900,Tennis,139,singles,W,
1900,Tennis,139,singles,W,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1900,Tug of War,652,tug of war,M,
1904,Diving,664,10m platform,M,
1904,Diving,664,10m platform,M,
1904,Diving,664,10m platform,M,
1904,Diving,664,10m platform,M,
1904,Diving,668,plunge for distance,M,
1904,Diving,668,plunge for distance,M,
1904,Diving,668,plunge for distance,M,
1904,Swimming,671,100m backstroke,M,
1904,Swimming,671,100m backstroke,M,
1904,Swimming,671,100m backstroke,M,
1904,Swimming,1,100m freestyle,M,
1904,Swimming,1,100m freestyle,M,
1904,Swimming,1,100m freestyle,M,
1904,Swimming,152,1500m freestyle,M,
1904,Swimming,152,1500m freestyle,M,
1904,Swimming,152,1500m freestyle,M,
1904,Swimming,158,200m freestyle,M,
1904,Swimming,158,200m freestyle,M,
1904,Swimming,158,200m freestyle,M,
1904,Swimming,683,400m breaststroke,M,
1904,Swimming,683,400m breaststroke,M,
1904,Swimming,683,400m breaststroke,M,
1904,Swimming,9,400m freestyle,M,
1904,Swimming,9,400m freestyle,M,
1904,Swimming,9,400m freestyle,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
1904,Swimming,689,4x50y freestyle relay,M,
